"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2003"	"2003"	38	291692	13.027	2.113
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2004"	"2004"	32	295841	10.817	1.912
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2005"	"2005"	35	299404	11.690	1.976
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2006"	"2006"	32	303183	10.555	1.866
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2007"	"2007"	57	313523	18.180	2.408
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2008"	"2008"	40	332516	12.029	1.902
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2009"	"2009"	38	343315	11.069	1.796
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2010"	"2010"	37	353839	10.457	1.719
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2011"	"2011"	37	365160	10.133	1.666
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2012"	"2012"	64	393989	16.244	2.031
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2013"	"2013"	46	406250	11.323	1.669
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2014"	"2014"	67	421587	15.892	1.942
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2015"	"2015"	63	437191	14.410	1.816
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2016"	"2016"	56	452211	12.384	1.655
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2017"	"2017"	61	447507	13.631	1.745
	"65-69 years"	"65-69"	"New Jersey"	"34"	"2018"	"2018"	68	452159	15.039	1.824
	"65-69 years"	"65-69"	"New Mexico"	"35"	"2013"	"2013"	17	103801	16.377	3.972
	"65-69 years"	"65-69"	"New Mexico"	"35"	"2015"	"2015"	18	114212	15.760	3.715
	"65-69 years"	"65-69"	"New Mexico"	"35"	"2017"	"2017"	16	119953	13.339	3.335
	"65-69 years"	"65-69"	"New York"	"36"	"1999"	"1999"	90	658226	13.673	1.441
	"65-69 years"	"65-69"	"New York"	"36"	"2000"	"2000"	83	656417	12.644	1.388
	"65-69 years"	"65-69"	"New York"	"36"	"2001"	"2001"	80	654364	12.226	1.367
	"65-69 years"	"65-69"	"New York"	"36"	"2002"	"2002"	90	655960	13.720	1.446
	"65-69 years"	"65-69"	"New York"	"36"	"2003"	"2003"	68	663799	10.244	1.242
	"65-69 years"	"65-69"	"New York"	"36"	"2004"	"2004"	85	672612	12.637	1.371
	"65-69 years"	"65-69"	"New York"	"36"	"2005"	"2005"	74	677270	10.926	1.270
	"65-69 years"	"65-69"	"New York"	"36"	"2006"	"2006"	75	680803	11.016	1.272
	"65-69 years"	"65-69"	"New York"	"36"	"2007"	"2007"	76	700038	10.857	1.245
	"65-69 years"	"65-69"	"New York"	"36"	"2008"	"2008"	89	734378	12.119	1.285
	"65-69 years"	"65-69"	"New York"	"36"	"2009"	"2009"	81	757209	10.697	1.189
	"65-69 years"	"65-69"	"New York"	"36"	"2010"	"2010"	90	778593	11.559	1.218
	"65-69 years"	"65-69"	"New York"	"36"	"2011"	"2011"	93	800181	11.622	1.205
	"65-69 years"	"65-69"	"New York"	"36"	"2012"	"2012"	101	862763	11.707	1.165
	"65-69 years"	"65-69"	"New York"	"36"	"2013"	"2013"	118	896473	13.163	1.212
	"65-69 years"	"65-69"	"New York"	"36"	"2014"	"2014"	115	937330	12.269	1.144
	"65-69 years"	"65-69"	"New York"	"36"	"2015"	"2015"	134	977533	13.708	1.184
	"65-69 years"	"65-69"	"New York"	"36"	"2016"	"2016"	138	1015911	13.584	1.156
	"65-69 years"	"65-69"	"New York"	"36"	"2017"	"2017"	120	1010859	11.871	1.084
	"65-69 years"	"65-69"	"New York"	"36"	"2018"	"2018"	118	1018484	11.586	1.067
	"65-69 years"	"65-69"	"North Carolina"	"37"	"1999"	"1999"	42	281436	14.923	2.303
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2000"	"2000"	46	283137	16.247	2.395
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2001"	"2001"	44	288737	15.239	2.297
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2002"	"2002"	52	293798	17.699	2.454
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2003"	"2003"	44	300496	14.642	2.207
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2004"	"2004"	43	309092	13.912	2.122
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2005"	"2005"	45	316866	14.202	2.117
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2006"	"2006"	28	331120	8.456	1.598
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2007"	"2007"	60	347674	17.258	2.228
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2008"	"2008"	51	370536	13.764	1.927
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2009"	"2009"	48	389820	12.313	1.777
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2010"	"2010"	63	406506	15.498	1.953
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2011"	"2011"	64	420139	15.233	1.904
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2012"	"2012"	66	458996	14.379	1.770
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2013"	"2013"	78	481015	16.216	1.836
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2014"	"2014"	62	504607	12.287	1.560
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2015"	"2015"	62	527554	11.752	1.493
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2016"	"2016"	68	552447	12.309	1.493
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2017"	"2017"	69	551455	12.512	1.506
	"65-69 years"	"65-69"	"North Carolina"	"37"	"2018"	"2018"	77	559941	13.751	1.567
	"65-69 years"	"65-69"	"Ohio"	"39"	"1999"	"1999"	66	405056	16.294	2.006
	"65-69 years"	"65-69"	"Ohio"	"39"	"2000"	"2000"	60	401622	14.939	1.929
	"65-69 years"	"65-69"	"Ohio"	"39"	"2001"	"2001"	59	399220	14.779	1.924
	"65-69 years"	"65-69"	"Ohio"	"39"	"2002"	"2002"	72	399074	18.042	2.126
	"65-69 years"	"65-69"	"Ohio"	"39"	"2003"	"2003"	62	406219	15.263	1.938
	"65-69 years"	"65-69"	"Ohio"	"39"	"2004"	"2004"	60	414279	14.483	1.870
	"65-69 years"	"65-69"	"Ohio"	"39"	"2005"	"2005"	65	416177	15.618	1.937
	"65-69 years"	"65-69"	"Ohio"	"39"	"2006"	"2006"	61	424089	14.384	1.842
	"65-69 years"	"65-69"	"Ohio"	"39"	"2007"	"2007"	52	439188	11.840	1.642
	"65-69 years"	"65-69"	"Ohio"	"39"	"2008"	"2008"	57	459440	12.406	1.643
	"65-69 years"	"65-69"	"Ohio"	"39"	"2009"	"2009"	63	470598	13.387	1.687
	"65-69 years"	"65-69"	"Ohio"	"39"	"2010"	"2010"	49	480324	10.201	1.457
	"65-69 years"	"65-69"	"Ohio"	"39"	"2011"	"2011"	57	488208	11.675	1.546
	"65-69 years"	"65-69"	"Ohio"	"39"	"2012"	"2012"	84	530692	15.828	1.727
	"65-69 years"	"65-69"	"Ohio"	"39"	"2013"	"2013"	81	554481	14.608	1.623
	"65-69 years"	"65-69"	"Ohio"	"39"	"2014"	"2014"	87	585099	14.869	1.594
	"65-69 years"	"65-69"	"Ohio"	"39"	"2015"	"2015"	96	616538	15.571	1.589
	"65-69 years"	"65-69"	"Ohio"	"39"	"2016"	"2016"	95	648524	14.649	1.503
	"65-69 years"	"65-69"	"Ohio"	"39"	"2017"	"2017"	116	646114	17.953	1.667
	"65-69 years"	"65-69"	"Ohio"	"39"	"2018"	"2018"	102	654486	15.585	1.543
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"1999"	"1999"	20	128285	15.590	3.486
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2000"	"2000"	22	128538	17.116	3.649
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2001"	"2001"	21	129349	16.235	3.543
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2002"	"2002"	23	129956	17.698	3.690
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2003"	"2003"	16	131528	12.165	3.041
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2004"	"2004"	16	133635	11.973	2.993
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2005"	"2005"	22	135146	16.279	3.471
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2007"	"2007"	19	143688	13.223	3.034
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2008"	"2008"	26	149765	17.361	3.405
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2009"	"2009"	17	155838	10.909	2.646
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2010"	"2010"	29	160070	18.117	3.364
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2011"	"2011"	21	161918	12.970	2.830
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2012"	"2012"	24	173293	13.849	2.827
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2013"	"2013"	17	178560	9.521	2.309
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2014"	"2014"	25	183851	13.598	2.720
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2015"	"2015"	27	190125	14.201	2.733
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2016"	"2016"	45	197899	22.739	3.390
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2017"	"2017"	37	196413	18.838	3.097
	"65-69 years"	"65-69"	"Oklahoma"	"40"	"2018"	"2018"	30	199307	15.052	2.748
	"65-69 years"	"65-69"	"Oregon"	"41"	"1999"	"1999"	16	112788	14.186	3.546
	"65-69 years"	"65-69"	"Oregon"	"41"	"2001"	"2001"	24	113541	21.138	4.315
	"65-69 years"	"65-69"	"Oregon"	"41"	"2002"	"2002"	18	116119	15.501	3.654
	"65-69 years"	"65-69"	"Oregon"	"41"	"2003"	"2003"	25	120042	20.826	4.165
	"65-69 years"	"65-69"	"Oregon"	"41"	"2004"	"2004"	24	124844	19.224	3.924
	"65-69 years"	"65-69"	"Oregon"	"41"	"2005"	"2005"	29	129545	22.386	4.157
	"65-69 years"	"65-69"	"Oregon"	"41"	"2006"	"2006"	20	136489	14.653	3.277
	"65-69 years"	"65-69"	"Oregon"	"41"	"2007"	"2007"	29	144085	20.127	3.737
	"65-69 years"	"65-69"	"Oregon"	"41"	"2008"	"2008"	23	154265	14.909	3.109
	"65-69 years"	"65-69"	"Oregon"	"41"	"2009"	"2009"	25	163538	15.287	3.057
	"65-69 years"	"65-69"	"Oregon"	"41"	"2010"	"2010"	18	171417	10.501	2.475
	"65-69 years"	"65-69"	"Oregon"	"41"	"2011"	"2011"	35	177957	19.668	3.324
	"65-69 years"	"65-69"	"Oregon"	"41"	"2012"	"2012"	29	196014	14.795	2.747
	"65-69 years"	"65-69"	"Oregon"	"41"	"2013"	"2013"	36	206473	17.436	2.906
	"65-69 years"	"65-69"	"Oregon"	"41"	"2014"	"2014"	34	218622	15.552	2.667
	"65-69 years"	"65-69"	"Oregon"	"41"	"2015"	"2015"	44	231636	18.995	2.864
	"65-69 years"	"65-69"	"Oregon"	"41"	"2016"	"2016"	38	245910	15.453	2.507
	"65-69 years"	"65-69"	"Oregon"	"41"	"2017"	"2017"	39	247340	15.768	2.525
	"65-69 years"	"65-69"	"Oregon"	"41"	"2018"	"2018"	47	252970	18.579	2.710
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"1999"	"1999"	74	486942	15.197	1.767
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2000"	"2000"	58	478683	12.117	1.591
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2001"	"2001"	77	470412	16.369	1.865
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2002"	"2002"	51	465573	10.954	1.534
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2003"	"2003"	58	468197	12.388	1.627
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2004"	"2004"	52	473218	10.989	1.524
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2005"	"2005"	46	474717	9.690	1.429
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2006"	"2006"	53	481727	11.002	1.511
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2007"	"2007"	76	496107	15.319	1.757
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2008"	"2008"	63	523050	12.045	1.517
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2009"	"2009"	66	541509	12.188	1.500
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2010"	"2010"	80	554959	14.415	1.612
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2011"	"2011"	73	564999	12.920	1.512
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2012"	"2012"	77	613164	12.558	1.431
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2013"	"2013"	74	635418	11.646	1.354
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2014"	"2014"	121	664258	18.216	1.656
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2015"	"2015"	105	695864	15.089	1.473
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2016"	"2016"	104	729959	14.247	1.397
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2017"	"2017"	102	726819	14.034	1.390
	"65-69 years"	"65-69"	"Pennsylvania"	"42"	"2018"	"2018"	111	738397	15.033	1.427
	"65-69 years"	"65-69"	"South Carolina"	"45"	"1999"	"1999"	28	145052	19.303	3.648
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2000"	"2000"	20	145859	13.712	3.066
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2001"	"2001"	24	148978	16.110	3.288
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2002"	"2002"	33	151366	21.801	3.795
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2003"	"2003"	20	154656	12.932	2.892
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2004"	"2004"	19	159246	11.931	2.737
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2005"	"2005"	24	164578	14.583	2.977
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2006"	"2006"	21	174260	12.051	2.630
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2007"	"2007"	33	184227	17.913	3.118
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2008"	"2008"	29	197044	14.718	2.733
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2009"	"2009"	19	208367	9.119	2.092
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2010"	"2010"	27	217338	12.423	2.391
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2011"	"2011"	38	224730	16.909	2.743
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2012"	"2012"	31	245457	12.630	2.268
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2013"	"2013"	34	257107	13.224	2.268
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2014"	"2014"	41	270661	15.148	2.366
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2015"	"2015"	40	284737	14.048	2.221
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2016"	"2016"	39	299666	13.014	2.084
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2017"	"2017"	43	298271	14.416	2.198
	"65-69 years"	"65-69"	"South Carolina"	"45"	"2018"	"2018"	43	302383	14.220	2.169
	"65-69 years"	"65-69"	"Tennessee"	"47"	"1999"	"1999"	37	203089	18.219	2.995
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2000"	"2000"	39	204592	19.062	3.052
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2001"	"2001"	34	208855	16.279	2.792
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2002"	"2002"	37	210773	17.554	2.886
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2003"	"2003"	36	216352	16.640	2.773
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2004"	"2004"	59	222368	26.533	3.454
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2005"	"2005"	29	229285	12.648	2.349
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2006"	"2006"	39	237951	16.390	2.624
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2007"	"2007"	52	248826	20.898	2.898
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2008"	"2008"	42	262563	15.996	2.468
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2009"	"2009"	50	273338	18.292	2.587
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2010"	"2010"	44	282070	15.599	2.352
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2011"	"2011"	43	288161	14.922	2.276
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2012"	"2012"	48	312109	15.379	2.220
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2013"	"2013"	38	324767	11.701	1.898
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2014"	"2014"	65	339122	19.167	2.377
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2015"	"2015"	51	352544	14.466	2.026
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2016"	"2016"	49	367371	13.338	1.905
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2017"	"2017"	67	363166	18.449	2.254
	"65-69 years"	"65-69"	"Tennessee"	"47"	"2018"	"2018"	69	366127	18.846	2.269
	"65-69 years"	"65-69"	"Texas"	"48"	"1999"	"1999"	105	604694	17.364	1.695
	"65-69 years"	"65-69"	"Texas"	"48"	"2000"	"2000"	97	611283	15.868	1.611
	"65-69 years"	"65-69"	"Texas"	"48"	"2001"	"2001"	76	619156	12.275	1.408
	"65-69 years"	"65-69"	"Texas"	"48"	"2002"	"2002"	106	627669	16.888	1.640
	"65-69 years"	"65-69"	"Texas"	"48"	"2003"	"2003"	93	642963	14.464	1.500
	"65-69 years"	"65-69"	"Texas"	"48"	"2004"	"2004"	90	660214	13.632	1.437
	"65-69 years"	"65-69"	"Texas"	"48"	"2005"	"2005"	83	674966	12.297	1.350
	"65-69 years"	"65-69"	"Texas"	"48"	"2006"	"2006"	98	704964	13.901	1.404
	"65-69 years"	"65-69"	"Texas"	"48"	"2007"	"2007"	109	736496	14.800	1.418
	"65-69 years"	"65-69"	"Texas"	"48"	"2008"	"2008"	96	779327	12.318	1.257
	"65-69 years"	"65-69"	"Texas"	"48"	"2009"	"2009"	117	822427	14.226	1.315
	"65-69 years"	"65-69"	"Texas"	"48"	"2010"	"2010"	108	859809	12.561	1.209
	"65-69 years"	"65-69"	"Texas"	"48"	"2011"	"2011"	135	889960	15.169	1.306
	"65-69 years"	"65-69"	"Texas"	"48"	"2012"	"2012"	136	969509	14.028	1.203
	"65-69 years"	"65-69"	"Texas"	"48"	"2013"	"2013"	148	1019542	14.516	1.193
	"65-69 years"	"65-69"	"Texas"	"48"	"2014"	"2014"	145	1070639	13.543	1.125
	"65-69 years"	"65-69"	"Texas"	"48"	"2015"	"2015"	151	1124827	13.424	1.092
	"65-69 years"	"65-69"	"Texas"	"48"	"2016"	"2016"	161	1183346	13.605	1.072
	"65-69 years"	"65-69"	"Texas"	"48"	"2017"	"2017"	167	1192453	14.005	1.084
	"65-69 years"	"65-69"	"Texas"	"48"	"2018"	"2018"	168	1222775	13.739	1.060
	"65-69 years"	"65-69"	"Utah"	"49"	"2008"	"2008"	17	72562	23.428	5.682
	"65-69 years"	"65-69"	"Utah"	"49"	"2013"	"2013"	18	94420	19.064	4.493
	"65-69 years"	"65-69"	"Utah"	"49"	"2016"	"2016"	17	112732	15.080	3.657
	"65-69 years"	"65-69"	"Utah"	"49"	"2018"	"2018"	26	119228	21.807	4.277
	"65-69 years"	"65-69"	"Virginia"	"51"	"1999"	"1999"	32	229657	13.934	2.463
	"65-69 years"	"65-69"	"Virginia"	"51"	"2000"	"2000"	19	229792	8.268	1.897
	"65-69 years"	"65-69"	"Virginia"	"51"	"2001"	"2001"	39	232851	16.749	2.682
	"65-69 years"	"65-69"	"Virginia"	"51"	"2002"	"2002"	36	236855	15.199	2.533
	"65-69 years"	"65-69"	"Virginia"	"51"	"2003"	"2003"	35	242593	14.427	2.439
	"65-69 years"	"65-69"	"Virginia"	"51"	"2004"	"2004"	34	250156	13.592	2.331
	"65-69 years"	"65-69"	"Virginia"	"51"	"2005"	"2005"	39	258439	15.091	2.416
	"65-69 years"	"65-69"	"Virginia"	"51"	"2006"	"2006"	34	266718	12.748	2.186
	"65-69 years"	"65-69"	"Virginia"	"51"	"2007"	"2007"	34	278120	12.225	2.097
	"65-69 years"	"65-69"	"Virginia"	"51"	"2008"	"2008"	36	296792	12.130	2.022
	"65-69 years"	"65-69"	"Virginia"	"51"	"2009"	"2009"	44	310821	14.156	2.134
	"65-69 years"	"65-69"	"Virginia"	"51"	"2010"	"2010"	52	322815	16.108	2.234
	"65-69 years"	"65-69"	"Virginia"	"51"	"2011"	"2011"	38	333144	11.406	1.850
	"65-69 years"	"65-69"	"Virginia"	"51"	"2012"	"2012"	67	363435	18.435	2.252
	"65-69 years"	"65-69"	"Virginia"	"51"	"2013"	"2013"	35	380000	9.211	1.557
	"65-69 years"	"65-69"	"Virginia"	"51"	"2014"	"2014"	63	397268	15.858	1.998
	"65-69 years"	"65-69"	"Virginia"	"51"	"2015"	"2015"	54	414536	13.027	1.773
	"65-69 years"	"65-69"	"Virginia"	"51"	"2016"	"2016"	74	431780	17.138	1.992
	"65-69 years"	"65-69"	"Virginia"	"51"	"2017"	"2017"	59	428745	13.761	1.792
	"65-69 years"	"65-69"	"Virginia"	"51"	"2018"	"2018"	56	432567	12.946	1.730
	"65-69 years"	"65-69"	"Washington"	"53"	"1999"	"1999"	34	175615	19.361	3.320
	"65-69 years"	"65-69"	"Washington"	"53"	"2000"	"2000"	40	176025	22.724	3.593
	"65-69 years"	"65-69"	"Washington"	"53"	"2001"	"2001"	19	177755	10.689	2.452
	"65-69 years"	"65-69"	"Washington"	"53"	"2002"	"2002"	32	181610	17.620	3.115
	"65-69 years"	"65-69"	"Washington"	"53"	"2003"	"2003"	24	188065	12.762	2.605
	"65-69 years"	"65-69"	"Washington"	"53"	"2004"	"2004"	30	195526	15.343	2.801
	"65-69 years"	"65-69"	"Washington"	"53"	"2005"	"2005"	32	203675	15.711	2.777
	"65-69 years"	"65-69"	"Washington"	"53"	"2006"	"2006"	39	214379	18.192	2.913
	"65-69 years"	"65-69"	"Washington"	"53"	"2007"	"2007"	33	225840	14.612	2.544
	"65-69 years"	"65-69"	"Washington"	"53"	"2008"	"2008"	45	242320	18.570	2.768
	"65-69 years"	"65-69"	"Washington"	"53"	"2009"	"2009"	44	259138	16.979	2.560
	"65-69 years"	"65-69"	"Washington"	"53"	"2010"	"2010"	50	273422	18.287	2.586
	"65-69 years"	"65-69"	"Washington"	"53"	"2011"	"2011"	39	285208	13.674	2.190
	"65-69 years"	"65-69"	"Washington"	"53"	"2012"	"2012"	58	313954	18.474	2.426
	"65-69 years"	"65-69"	"Washington"	"53"	"2013"	"2013"	49	330528	14.825	2.118
	"65-69 years"	"65-69"	"Washington"	"53"	"2014"	"2014"	52	348486	14.922	2.069
	"65-69 years"	"65-69"	"Washington"	"53"	"2015"	"2015"	63	367855	17.126	2.158
	"65-69 years"	"65-69"	"Washington"	"53"	"2016"	"2016"	49	388908	12.599	1.800
	"65-69 years"	"65-69"	"Washington"	"53"	"2017"	"2017"	78	391411	19.928	2.256
	"65-69 years"	"65-69"	"Washington"	"53"	"2018"	"2018"	56	401199	13.958	1.865
	"65-69 years"	"65-69"	"West Virginia"	"54"	"2003"	"2003"	16	78710	20.328	5.082
	"65-69 years"	"65-69"	"West Virginia"	"54"	"2010"	"2010"	16	91983	17.395	4.349
	"65-69 years"	"65-69"	"West Virginia"	"54"	"2012"	"2012"	16	100853	15.865	3.966
	"65-69 years"	"65-69"	"West Virginia"	"54"	"2013"	"2013"	16	105194	15.210	3.802
	"65-69 years"	"65-69"	"West Virginia"	"54"	"2014"	"2014"	25	111010	22.520	4.504
	"65-69 years"	"65-69"	"West Virginia"	"54"	"2016"	"2016"	18	121416	14.825	3.494
	"65-69 years"	"65-69"	"West Virginia"	"54"	"2018"	"2018"	21	119617	17.556	3.831
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"1999"	"1999"	30	182689	16.421	2.998
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2000"	"2000"	29	181586	15.970	2.966
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2001"	"2001"	18	180700	9.961	2.348
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2002"	"2002"	35	181790	19.253	3.254
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2003"	"2003"	26	184803	14.069	2.759
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2004"	"2004"	33	189490	17.415	3.032
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2005"	"2005"	29	192439	15.070	2.798
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2006"	"2006"	17	196194	8.665	2.102
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2007"	"2007"	34	203054	16.744	2.872
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2008"	"2008"	50	213709	23.396	3.309
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2009"	"2009"	41	221279	18.529	2.894
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2010"	"2010"	26	228501	11.379	2.232
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2011"	"2011"	40	234426	17.063	2.698
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2012"	"2012"	43	254425	16.901	2.577
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2013"	"2013"	44	265873	16.549	2.495
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2014"	"2014"	45	281145	16.006	2.386
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2015"	"2015"	49	297381	16.477	2.354
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2016"	"2016"	63	315594	19.962	2.515
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2017"	"2017"	42	320566	13.102	2.022
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"2018"	"2018"	65	328856	19.765	2.452
	"70-74 years"	"70-74"	"Alabama"	"01"	"1999"	"1999"	25	148565	16.828	3.366
	"70-74 years"	"70-74"	"Alabama"	"01"	"2000"	"2000"	27	148805	18.145	3.492
	"70-74 years"	"70-74"	"Alabama"	"01"	"2001"	"2001"	19	149001	12.752	2.925
	"70-74 years"	"70-74"	"Alabama"	"01"	"2002"	"2002"	22	147964	14.868	3.170
	"70-74 years"	"70-74"	"Alabama"	"01"	"2003"	"2003"	22	147332	14.932	3.184
	"70-74 years"	"70-74"	"Alabama"	"01"	"2004"	"2004"	32	147028	21.765	3.847
	"70-74 years"	"70-74"	"Alabama"	"01"	"2005"	"2005"	31	148915	20.817	3.739
	"70-74 years"	"70-74"	"Alabama"	"01"	"2006"	"2006"	23	151454	15.186	3.167
	"70-74 years"	"70-74"	"Alabama"	"01"	"2007"	"2007"	35	152814	22.904	3.871
	"70-74 years"	"70-74"	"Alabama"	"01"	"2008"	"2008"	29	156112	18.576	3.450
	"70-74 years"	"70-74"	"Alabama"	"01"	"2009"	"2009"	37	159088	23.258	3.824
	"70-74 years"	"70-74"	"Alabama"	"01"	"2010"	"2010"	37	161556	22.902	3.765
	"70-74 years"	"70-74"	"Alabama"	"01"	"2011"	"2011"	42	164575	25.520	3.938
