"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Childhood Cancers"	"Childhood Cancers Code"	Count	Population	Age-Adjusted Rate
	"Massachusetts"	"25"	"2017"	"2017"	"All Childhood Invasive Cancer Sites Combined"	"0"	321	1580007	201.101
	"Massachusetts"	"25"	"2017"	"2017"	"I Leukemia"	"10"	64	1580007	41.644
	"Massachusetts"	"25"	"2017"	"2017"	"I(a) Lymphoid leukemias"	"11"	45	1580007	29.908
	"Massachusetts"	"25"	"2017"	"2017"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	49	1580007	29.048
	"Massachusetts"	"25"	"2017"	"2017"	"II(a) Hodgkin lymphomas"	"21"	33	1580007	19.227
	"Massachusetts"	"25"	"2017"	"2017"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	62	1580007	39.448
	"Massachusetts"	"25"	"2017"	"2017"	"III(b) Astrocytomas"	"32"	27	1580007	17.038
	"Massachusetts"	"25"	"2017"	"2017"	"III(d) Other gliomas"	"34"	16	1580007	10.231
	"Massachusetts"	"25"	"2017"	"2017"	"IV Sympathetic nervous system tumors"	"40"	21	1580007	14.068
	"Massachusetts"	"25"	"2017"	"2017"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	21	1580007	14.068
	"Massachusetts"	"25"	"2017"	"2017"	"VIII Malignant bone tumors"	"80"	20	1580007	12.545
	"Massachusetts"	"25"	"2017"	"2017"	"IX Soft-tissue sarcomas"	"90"	35	1580007	22.394
	"Massachusetts"	"25"	"2017"	"2017"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	43	1580007	24.932
	"Massachusetts"	"25"	"2017"	"2017"	"XI(b) Thyroid carcinomas"	"112"	18	1580007	10.392
	"Massachusetts"	"25"	"2017"	"2017"	"XI(f) Other and unspecified carcinomas"	"116"	18	1580007	10.463
	"Massachusetts"	"25"	"2018"	"2018"	"All Childhood Invasive Cancer Sites Combined"	"0"	306	1571652	193.558
	"Massachusetts"	"25"	"2018"	"2018"	"I Leukemia"	"10"	79	1571652	51.292
	"Massachusetts"	"25"	"2018"	"2018"	"I(a) Lymphoid leukemias"	"11"	59	1571652	38.662
	"Massachusetts"	"25"	"2018"	"2018"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	54	1571652	33.201
	"Massachusetts"	"25"	"2018"	"2018"	"II(a) Hodgkin lymphomas"	"21"	29	1571652	17.424
	"Massachusetts"	"25"	"2018"	"2018"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	45	1571652	28.766
	"Massachusetts"	"25"	"2018"	"2018"	"III(b) Astrocytomas"	"32"	22	1571652	13.640
	"Massachusetts"	"25"	"2018"	"2018"	"IV Sympathetic nervous system tumors"	"40"	16	1571652	10.771
	"Massachusetts"	"25"	"2018"	"2018"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	16	1571652	10.771
	"Massachusetts"	"25"	"2018"	"2018"	"IX Soft-tissue sarcomas"	"90"	24	1571652	15.177
	"Massachusetts"	"25"	"2018"	"2018"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	16	1571652	9.504
	"Massachusetts"	"25"	"2018"	"2018"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	35	1571652	20.871
	"Massachusetts"	"25"	"2018"	"2018"	"XI(b) Thyroid carcinomas"	"112"	17	1571652	10.294
	"Michigan"	"26"	"1999"	"1999"	"All Childhood Invasive Cancer Sites Combined"	"0"	450	2881172	157.183
	"Michigan"	"26"	"1999"	"1999"	"I Leukemia"	"10"	120	2881172	41.816
	"Michigan"	"26"	"1999"	"1999"	"I(a) Lymphoid leukemias"	"11"	77	2881172	26.822
	"Michigan"	"26"	"1999"	"1999"	"I(b) Acute myeloid leukemias"	"12"	31	2881172	10.819
	"Michigan"	"26"	"1999"	"1999"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	80	2881172	27.814
	"Michigan"	"26"	"1999"	"1999"	"II(a) Hodgkin lymphomas"	"21"	42	2881172	14.629
	"Michigan"	"26"	"1999"	"1999"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	27	2881172	9.375
	"Michigan"	"26"	"1999"	"1999"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	66	2881172	22.890
	"Michigan"	"26"	"1999"	"1999"	"III(b) Astrocytomas"	"32"	28	2881172	9.736
	"Michigan"	"26"	"1999"	"1999"	"IV Sympathetic nervous system tumors"	"40"	19	2881172	6.805
	"Michigan"	"26"	"1999"	"1999"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	19	2881172	6.805
	"Michigan"	"26"	"1999"	"1999"	"VI Renal tumors"	"60"	24	2881172	8.430
	"Michigan"	"26"	"1999"	"1999"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	22	2881172	7.739
	"Michigan"	"26"	"1999"	"1999"	"VIII Malignant bone tumors"	"80"	30	2881172	10.361
	"Michigan"	"26"	"1999"	"1999"	"VIII(a) Osteosarcomas"	"81"	19	2881172	6.560
	"Michigan"	"26"	"1999"	"1999"	"IX Soft-tissue sarcomas"	"90"	25	2881172	8.800
	"Michigan"	"26"	"1999"	"1999"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	29	2881172	10.179
	"Michigan"	"26"	"1999"	"1999"	"X(c) Malignant gonadal germ cell tumors"	"103"	23	2881172	8.055
	"Michigan"	"26"	"1999"	"1999"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	39	2881172	13.609
	"Michigan"	"26"	"2000"	"2000"	"All Childhood Invasive Cancer Sites Combined"	"0"	522	2884980	182.264
	"Michigan"	"26"	"2000"	"2000"	"I Leukemia"	"10"	129	2884980	45.298
	"Michigan"	"26"	"2000"	"2000"	"I(a) Lymphoid leukemias"	"11"	98	2884980	34.376
	"Michigan"	"26"	"2000"	"2000"	"I(b) Acute myeloid leukemias"	"12"	24	2884980	8.475
	"Michigan"	"26"	"2000"	"2000"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	75	2884980	25.953
	"Michigan"	"26"	"2000"	"2000"	"II(a) Hodgkin lymphomas"	"21"	43	2884980	14.877
	"Michigan"	"26"	"2000"	"2000"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	19	2884980	6.573
	"Michigan"	"26"	"2000"	"2000"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	97	2884980	33.811
	"Michigan"	"26"	"2000"	"2000"	"III(b) Astrocytomas"	"32"	59	2884980	20.533
	"Michigan"	"26"	"2000"	"2000"	"IV Sympathetic nervous system tumors"	"40"	26	2884980	9.286
	"Michigan"	"26"	"2000"	"2000"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	26	2884980	9.286
	"Michigan"	"26"	"2000"	"2000"	"VI Renal tumors"	"60"	27	2884980	9.504
	"Michigan"	"26"	"2000"	"2000"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	24	2884980	8.457
	"Michigan"	"26"	"2000"	"2000"	"VIII Malignant bone tumors"	"80"	32	2884980	10.980
	"Michigan"	"26"	"2000"	"2000"	"VIII(a) Osteosarcomas"	"81"	19	2884980	6.521
	"Michigan"	"26"	"2000"	"2000"	"IX Soft-tissue sarcomas"	"90"	40	2884980	13.902
	"Michigan"	"26"	"2000"	"2000"	"IX(a) Rhabdomyosarcomas"	"91"	18	2884980	6.296
	"Michigan"	"26"	"2000"	"2000"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	24	2884980	8.385
	"Michigan"	"26"	"2000"	"2000"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	54	2884980	18.708
	"Michigan"	"26"	"2000"	"2000"	"XI(b) Thyroid carcinomas"	"112"	19	2884980	6.567
	"Michigan"	"26"	"2000"	"2000"	"XI(d) Malignant melanomas"	"114"	21	2884980	7.299
	"Michigan"	"26"	"2001"	"2001"	"All Childhood Invasive Cancer Sites Combined"	"0"	522	2880673	181.721
	"Michigan"	"26"	"2001"	"2001"	"I Leukemia"	"10"	124	2880673	43.581
	"Michigan"	"26"	"2001"	"2001"	"I(a) Lymphoid leukemias"	"11"	87	2880673	30.716
	"Michigan"	"26"	"2001"	"2001"	"I(b) Acute myeloid leukemias"	"12"	21	2880673	7.298
	"Michigan"	"26"	"2001"	"2001"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	76	2880673	26.243
	"Michigan"	"26"	"2001"	"2001"	"II(a) Hodgkin lymphomas"	"21"	39	2880673	13.491
	"Michigan"	"26"	"2001"	"2001"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	25	2880673	8.582
	"Michigan"	"26"	"2001"	"2001"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	86	2880673	29.783
	"Michigan"	"26"	"2001"	"2001"	"III(b) Astrocytomas"	"32"	47	2880673	16.196
	"Michigan"	"26"	"2001"	"2001"	"III(d) Other gliomas"	"34"	21	2880673	7.273
	"Michigan"	"26"	"2001"	"2001"	"IV Sympathetic nervous system tumors"	"40"	26	2880673	9.320
	"Michigan"	"26"	"2001"	"2001"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	26	2880673	9.320
	"Michigan"	"26"	"2001"	"2001"	"VI Renal tumors"	"60"	18	2880673	6.388
	"Michigan"	"26"	"2001"	"2001"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	17	2880673	6.041
	"Michigan"	"26"	"2001"	"2001"	"VIII Malignant bone tumors"	"80"	31	2880673	10.611
	"Michigan"	"26"	"2001"	"2001"	"VIII(a) Osteosarcomas"	"81"	18	2880673	6.164
	"Michigan"	"26"	"2001"	"2001"	"IX Soft-tissue sarcomas"	"90"	40	2880673	13.843
	"Michigan"	"26"	"2001"	"2001"	"IX(a) Rhabdomyosarcomas"	"91"	16	2880673	5.589
	"Michigan"	"26"	"2001"	"2001"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	33	2880673	11.377
	"Michigan"	"26"	"2001"	"2001"	"X(c) Malignant gonadal germ cell tumors"	"103"	17	2880673	5.862
	"Michigan"	"26"	"2001"	"2001"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	66	2880673	22.772
	"Michigan"	"26"	"2001"	"2001"	"XI(b) Thyroid carcinomas"	"112"	20	2880673	6.862
	"Michigan"	"26"	"2001"	"2001"	"XI(d) Malignant melanomas"	"114"	27	2880673	9.308
	"Michigan"	"26"	"2002"	"2002"	"All Childhood Invasive Cancer Sites Combined"	"0"	539	2869862	188.786
	"Michigan"	"26"	"2002"	"2002"	"I Leukemia"	"10"	146	2869862	51.483
	"Michigan"	"26"	"2002"	"2002"	"I(a) Lymphoid leukemias"	"11"	97	2869862	34.448
	"Michigan"	"26"	"2002"	"2002"	"I(b) Acute myeloid leukemias"	"12"	29	2869862	10.129
	"Michigan"	"26"	"2002"	"2002"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	73	2869862	25.101
	"Michigan"	"26"	"2002"	"2002"	"II(a) Hodgkin lymphomas"	"21"	39	2869862	13.339
	"Michigan"	"26"	"2002"	"2002"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	27	2869862	9.315
	"Michigan"	"26"	"2002"	"2002"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	92	2869862	32.287
	"Michigan"	"26"	"2002"	"2002"	"III(a) Ependymomas and choroid plexus tumor"	"31"	18	2869862	6.320
	"Michigan"	"26"	"2002"	"2002"	"III(b) Astrocytomas"	"32"	38	2869862	13.340
	"Michigan"	"26"	"2002"	"2002"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	23	2869862	8.141
	"Michigan"	"26"	"2002"	"2002"	"IV Sympathetic nervous system tumors"	"40"	39	2869862	14.088
	"Michigan"	"26"	"2002"	"2002"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	39	2869862	14.088
	"Michigan"	"26"	"2002"	"2002"	"VI Renal tumors"	"60"	31	2869862	11.064
	"Michigan"	"26"	"2002"	"2002"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	26	2869862	9.339
	"Michigan"	"26"	"2002"	"2002"	"VIII Malignant bone tumors"	"80"	28	2869862	9.595
	"Michigan"	"26"	"2002"	"2002"	"VIII(a) Osteosarcomas"	"81"	20	2869862	6.818
	"Michigan"	"26"	"2002"	"2002"	"IX Soft-tissue sarcomas"	"90"	35	2869862	12.246
	"Michigan"	"26"	"2002"	"2002"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	28	2869862	9.745
	"Michigan"	"26"	"2002"	"2002"	"X(c) Malignant gonadal germ cell tumors"	"103"	17	2869862	5.882
	"Michigan"	"26"	"2002"	"2002"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	55	2869862	18.832
	"Michigan"	"26"	"2002"	"2002"	"XI(b) Thyroid carcinomas"	"112"	18	2869862	6.145
	"Michigan"	"26"	"2002"	"2002"	"XI(d) Malignant melanomas"	"114"	22	2869862	7.548
	"Michigan"	"26"	"2003"	"2003"	"All Childhood Invasive Cancer Sites Combined"	"0"	495	2859024	173.636
	"Michigan"	"26"	"2003"	"2003"	"I Leukemia"	"10"	127	2859024	44.919
	"Michigan"	"26"	"2003"	"2003"	"I(a) Lymphoid leukemias"	"11"	79	2859024	28.007
	"Michigan"	"26"	"2003"	"2003"	"I(b) Acute myeloid leukemias"	"12"	29	2859024	10.197
	"Michigan"	"26"	"2003"	"2003"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	62	2859024	21.502
	"Michigan"	"26"	"2003"	"2003"	"II(a) Hodgkin lymphomas"	"21"	33	2859024	11.377
	"Michigan"	"26"	"2003"	"2003"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	19	2859024	6.596
	"Michigan"	"26"	"2003"	"2003"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	82	2859024	28.818
	"Michigan"	"26"	"2003"	"2003"	"III(b) Astrocytomas"	"32"	38	2859024	13.240
	"Michigan"	"26"	"2003"	"2003"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	20	2859024	7.196
	"Michigan"	"26"	"2003"	"2003"	"IV Sympathetic nervous system tumors"	"40"	24	2859024	8.695
	"Michigan"	"26"	"2003"	"2003"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	24	2859024	8.695
	"Michigan"	"26"	"2003"	"2003"	"VI Renal tumors"	"60"	27	2859024	9.798
	"Michigan"	"26"	"2003"	"2003"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	24	2859024	8.761
	"Michigan"	"26"	"2003"	"2003"	"VIII Malignant bone tumors"	"80"	28	2859024	9.589
	"Michigan"	"26"	"2003"	"2003"	"VIII(a) Osteosarcomas"	"81"	19	2859024	6.454
	"Michigan"	"26"	"2003"	"2003"	"IX Soft-tissue sarcomas"	"90"	39	2859024	13.564
	"Michigan"	"26"	"2003"	"2003"	"IX(a) Rhabdomyosarcomas"	"91"	18	2859024	6.277
	"Michigan"	"26"	"2003"	"2003"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	21	2859024	7.225
	"Michigan"	"26"	"2003"	"2003"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	68	2859024	23.280
	"Michigan"	"26"	"2003"	"2003"	"XI(b) Thyroid carcinomas"	"112"	20	2859024	6.859
	"Michigan"	"26"	"2003"	"2003"	"XI(d) Malignant melanomas"	"114"	27	2859024	9.191
	"Michigan"	"26"	"2003"	"2003"	"XI(f) Other and unspecified carcinomas"	"116"	19	2859024	6.523
	"Michigan"	"26"	"2004"	"2004"	"All Childhood Invasive Cancer Sites Combined"	"0"	499	2847180	175.408
	"Michigan"	"26"	"2004"	"2004"	"I Leukemia"	"10"	126	2847180	44.926
	"Michigan"	"26"	"2004"	"2004"	"I(a) Lymphoid leukemias"	"11"	80	2847180	28.635
	"Michigan"	"26"	"2004"	"2004"	"I(b) Acute myeloid leukemias"	"12"	24	2847180	8.520
	"Michigan"	"26"	"2004"	"2004"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	83	2847180	28.405
	"Michigan"	"26"	"2004"	"2004"	"II(a) Hodgkin lymphomas"	"21"	45	2847180	15.296
	"Michigan"	"26"	"2004"	"2004"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	28	2847180	9.607
	"Michigan"	"26"	"2004"	"2004"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	83	2847180	29.756
	"Michigan"	"26"	"2004"	"2004"	"III(b) Astrocytomas"	"32"	38	2847180	13.610
	"Michigan"	"26"	"2004"	"2004"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	16	2847180	5.650
	"Michigan"	"26"	"2004"	"2004"	"III(d) Other gliomas"	"34"	16	2847180	5.733
	"Michigan"	"26"	"2004"	"2004"	"IV Sympathetic nervous system tumors"	"40"	33	2847180	12.110
	"Michigan"	"26"	"2004"	"2004"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	32	2847180	11.738
	"Michigan"	"26"	"2004"	"2004"	"VIII Malignant bone tumors"	"80"	18	2847180	6.154
	"Michigan"	"26"	"2004"	"2004"	"IX Soft-tissue sarcomas"	"90"	40	2847180	13.784
	"Michigan"	"26"	"2004"	"2004"	"IX(d) Other specified soft tissue sarcomas"	"94"	21	2847180	7.086
	"Michigan"	"26"	"2004"	"2004"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	32	2847180	11.070
	"Michigan"	"26"	"2004"	"2004"	"X(c) Malignant gonadal germ cell tumors"	"103"	18	2847180	6.126
	"Michigan"	"26"	"2004"	"2004"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	55	2847180	18.709
	"Michigan"	"26"	"2004"	"2004"	"XI(b) Thyroid carcinomas"	"112"	18	2847180	6.109
	"Michigan"	"26"	"2004"	"2004"	"XI(d) Malignant melanomas"	"114"	21	2847180	7.167
	"Michigan"	"26"	"2005"	"2005"	"All Childhood Invasive Cancer Sites Combined"	"0"	524	2823815	185.287
	"Michigan"	"26"	"2005"	"2005"	"I Leukemia"	"10"	130	2823815	46.861
	"Michigan"	"26"	"2005"	"2005"	"I(a) Lymphoid leukemias"	"11"	86	2823815	31.064
	"Michigan"	"26"	"2005"	"2005"	"I(b) Acute myeloid leukemias"	"12"	23	2823815	8.225
	"Michigan"	"26"	"2005"	"2005"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	82	2823815	28.464
	"Michigan"	"26"	"2005"	"2005"	"II(a) Hodgkin lymphomas"	"21"	40	2823815	13.620
	"Michigan"	"26"	"2005"	"2005"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	29	2823815	10.170
	"Michigan"	"26"	"2005"	"2005"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	83	2823815	29.447
	"Michigan"	"26"	"2005"	"2005"	"III(b) Astrocytomas"	"32"	42	2823815	14.760
	"Michigan"	"26"	"2005"	"2005"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	20	2823815	7.177
	"Michigan"	"26"	"2005"	"2005"	"IV Sympathetic nervous system tumors"	"40"	36	2823815	13.423
	"Michigan"	"26"	"2005"	"2005"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	36	2823815	13.423
	"Michigan"	"26"	"2005"	"2005"	"VI Renal tumors"	"60"	17	2823815	6.229
	"Michigan"	"26"	"2005"	"2005"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	16	2823815	5.895
	"Michigan"	"26"	"2005"	"2005"	"VIII Malignant bone tumors"	"80"	18	2823815	6.182
	"Michigan"	"26"	"2005"	"2005"	"IX Soft-tissue sarcomas"	"90"	29	2823815	10.142
	"Michigan"	"26"	"2005"	"2005"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	34	2823815	11.706
	"Michigan"	"26"	"2005"	"2005"	"X(c) Malignant gonadal germ cell tumors"	"103"	26	2823815	8.832
	"Michigan"	"26"	"2005"	"2005"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	77	2823815	26.185
	"Michigan"	"26"	"2005"	"2005"	"XI(b) Thyroid carcinomas"	"112"	18	2823815	6.022
	"Michigan"	"26"	"2005"	"2005"	"XI(d) Malignant melanomas"	"114"	33	2823815	11.246
	"Michigan"	"26"	"2005"	"2005"	"XI(f) Other and unspecified carcinomas"	"116"	24	2823815	8.214
	"Michigan"	"26"	"2006"	"2006"	"All Childhood Invasive Cancer Sites Combined"	"0"	494	2796852	176.444
	"Michigan"	"26"	"2006"	"2006"	"I Leukemia"	"10"	124	2796852	45.270
	"Michigan"	"26"	"2006"	"2006"	"I(a) Lymphoid leukemias"	"11"	91	2796852	33.385
	"Michigan"	"26"	"2006"	"2006"	"I(b) Acute myeloid leukemias"	"12"	17	2796852	6.085
	"Michigan"	"26"	"2006"	"2006"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	65	2796852	22.427
	"Michigan"	"26"	"2006"	"2006"	"II(a) Hodgkin lymphomas"	"21"	31	2796852	10.557
	"Michigan"	"26"	"2006"	"2006"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	22	2796852	7.568
	"Michigan"	"26"	"2006"	"2006"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	91	2796852	33.112
	"Michigan"	"26"	"2006"	"2006"	"III(b) Astrocytomas"	"32"	39	2796852	14.007
	"Michigan"	"26"	"2006"	"2006"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	23	2796852	8.548
	"Michigan"	"26"	"2006"	"2006"	"III(d) Other gliomas"	"34"	18	2796852	6.538
	"Michigan"	"26"	"2006"	"2006"	"IV Sympathetic nervous system tumors"	"40"	30	2796852	11.323
	"Michigan"	"26"	"2006"	"2006"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	29	2796852	10.975
	"Michigan"	"26"	"2006"	"2006"	"VI Renal tumors"	"60"	26	2796852	9.794
	"Michigan"	"26"	"2006"	"2006"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	23	2796852	8.709
	"Michigan"	"26"	"2006"	"2006"	"VIII Malignant bone tumors"	"80"	30	2796852	10.246
	"Michigan"	"26"	"2006"	"2006"	"VIII(a) Osteosarcomas"	"81"	17	2796852	5.803
	"Michigan"	"26"	"2006"	"2006"	"IX Soft-tissue sarcomas"	"90"	30	2796852	10.566
	"Michigan"	"26"	"2006"	"2006"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	28	2796852	9.663
	"Michigan"	"26"	"2006"	"2006"	"X(c) Malignant gonadal germ cell tumors"	"103"	18	2796852	6.172
	"Michigan"	"26"	"2006"	"2006"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	57	2796852	19.214
	"Michigan"	"26"	"2006"	"2006"	"XI(b) Thyroid carcinomas"	"112"	21	2796852	7.070
	"Michigan"	"26"	"2006"	"2006"	"XI(f) Other and unspecified carcinomas"	"116"	18	2796852	6.052
	"Michigan"	"26"	"2007"	"2007"	"All Childhood Invasive Cancer Sites Combined"	"0"	537	2765779	192.712
	"Michigan"	"26"	"2007"	"2007"	"I Leukemia"	"10"	110	2765779	40.792
	"Michigan"	"26"	"2007"	"2007"	"I(a) Lymphoid leukemias"	"11"	70	2765779	26.201
	"Michigan"	"26"	"2007"	"2007"	"I(b) Acute myeloid leukemias"	"12"	23	2765779	8.472
	"Michigan"	"26"	"2007"	"2007"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	93	2765779	32.181
	"Michigan"	"26"	"2007"	"2007"	"II(a) Hodgkin lymphomas"	"21"	44	2765779	14.817
	"Michigan"	"26"	"2007"	"2007"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	31	2765779	10.752
	"Michigan"	"26"	"2007"	"2007"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	102	2765779	37.041
	"Michigan"	"26"	"2007"	"2007"	"III(b) Astrocytomas"	"32"	51	2765779	18.277
	"Michigan"	"26"	"2007"	"2007"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	22	2765779	8.040
	"Michigan"	"26"	"2007"	"2007"	"IV Sympathetic nervous system tumors"	"40"	42	2765779	15.993
	"Michigan"	"26"	"2007"	"2007"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	42	2765779	15.993
	"Michigan"	"26"	"2007"	"2007"	"VIII Malignant bone tumors"	"80"	28	2765779	9.683
	"Michigan"	"26"	"2007"	"2007"	"VIII(a) Osteosarcomas"	"81"	17	2765779	5.871
	"Michigan"	"26"	"2007"	"2007"	"IX Soft-tissue sarcomas"	"90"	39	2765779	14.026
	"Michigan"	"26"	"2007"	"2007"	"IX(a) Rhabdomyosarcomas"	"91"	16	2765779	6.041
	"Michigan"	"26"	"2007"	"2007"	"IX(d) Other specified soft tissue sarcomas"	"94"	18	2765779	6.228
	"Michigan"	"26"	"2007"	"2007"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	48	2765779	16.376
	"Michigan"	"26"	"2007"	"2007"	"X(c) Malignant gonadal germ cell tumors"	"103"	36	2765779	12.049
	"Michigan"	"26"	"2007"	"2007"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	44	2765779	14.907
	"Michigan"	"26"	"2007"	"2007"	"XI(b) Thyroid carcinomas"	"112"	17	2765779	5.818
	"Michigan"	"26"	"2008"	"2008"	"All Childhood Invasive Cancer Sites Combined"	"0"	504	2724448	184.557
	"Michigan"	"26"	"2008"	"2008"	"I Leukemia"	"10"	118	2724448	44.384
	"Michigan"	"26"	"2008"	"2008"	"I(a) Lymphoid leukemias"	"11"	87	2724448	33.084
	"Michigan"	"26"	"2008"	"2008"	"I(b) Acute myeloid leukemias"	"12"	21	2724448	7.821
	"Michigan"	"26"	"2008"	"2008"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	76	2724448	26.748
	"Michigan"	"26"	"2008"	"2008"	"II(a) Hodgkin lymphomas"	"21"	43	2724448	14.763
	"Michigan"	"26"	"2008"	"2008"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	22	2724448	7.908
	"Michigan"	"26"	"2008"	"2008"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	93	2724448	34.471
	"Michigan"	"26"	"2008"	"2008"	"III(b) Astrocytomas"	"32"	55	2724448	20.441
	"Michigan"	"26"	"2008"	"2008"	"III(d) Other gliomas"	"34"	17	2724448	6.164
	"Michigan"	"26"	"2008"	"2008"	"IV Sympathetic nervous system tumors"	"40"	30	2724448	11.782
	"Michigan"	"26"	"2008"	"2008"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	30	2724448	11.782
	"Michigan"	"26"	"2008"	"2008"	"VI Renal tumors"	"60"	29	2724448	11.178
	"Michigan"	"26"	"2008"	"2008"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	24	2724448	9.373
	"Michigan"	"26"	"2008"	"2008"	"VIII Malignant bone tumors"	"80"	21	2724448	7.404
	"Michigan"	"26"	"2008"	"2008"	"IX Soft-tissue sarcomas"	"90"	39	2724448	14.385
	"Michigan"	"26"	"2008"	"2008"	"IX(a) Rhabdomyosarcomas"	"91"	18	2724448	6.866
	"Michigan"	"26"	"2008"	"2008"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	29	2724448	9.943
	"Michigan"	"26"	"2008"	"2008"	"X(c) Malignant gonadal germ cell tumors"	"103"	20	2724448	6.769
	"Michigan"	"26"	"2008"	"2008"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	54	2724448	18.526
	"Michigan"	"26"	"2008"	"2008"	"XI(b) Thyroid carcinomas"	"112"	20	2724448	6.862
	"Michigan"	"26"	"2008"	"2008"	"XI(d) Malignant melanomas"	"114"	21	2724448	7.194
