"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate
	"South Carolina"	"45"	"2008"	"2008"	2972	4528996	60.258
	"South Carolina"	"45"	"2009"	"2009"	2987	4589872	58.996
	"South Carolina"	"45"	"2010"	"2010"	2941	4635649	56.821
	"South Carolina"	"45"	"2011"	"2011"	3024	4671994	56.316
	"South Carolina"	"45"	"2012"	"2012"	3101	4717354	56.219
	"South Carolina"	"45"	"2013"	"2013"	3063	4764080	53.490
	"South Carolina"	"45"	"2014"	"2014"	3043	4823617	51.372
	"South Carolina"	"45"	"2015"	"2015"	3029	4891938	49.361
	"South Carolina"	"45"	"2016"	"2016"	3002	4957968	47.434
	"South Carolina"	"45"	"2017"	"2017"	2995	5021268	46.052
	"South Carolina"	"45"	"2018"	"2018"	2964	5084156	43.632
"Total"	"South Carolina"	"45"			57918	90291912	56.833
	"South Dakota"	"46"	"1999"	"1999"	465	750412	57.343
	"South Dakota"	"46"	"2000"	"2000"	435	755844	52.685
	"South Dakota"	"46"	"2001"	"2001"	450	757972	54.708
	"South Dakota"	"46"	"2002"	"2002"	445	760020	53.275
	"South Dakota"	"46"	"2003"	"2003"	456	763729	53.982
	"South Dakota"	"46"	"2004"	"2004"	473	770396	55.327
	"South Dakota"	"46"	"2005"	"2005"	503	775493	57.412
	"South Dakota"	"46"	"2006"	"2006"	473	783033	53.171
	"South Dakota"	"46"	"2007"	"2007"	469	791623	52.568
	"South Dakota"	"46"	"2008"	"2008"	486	799124	52.687
	"South Dakota"	"46"	"2009"	"2009"	439	807067	47.324
	"South Dakota"	"46"	"2010"	"2010"	488	816166	51.351
	"South Dakota"	"46"	"2011"	"2011"	509	823579	52.724
	"South Dakota"	"46"	"2012"	"2012"	487	833566	49.234
	"South Dakota"	"46"	"2013"	"2013"	468	842316	46.734
	"South Dakota"	"46"	"2014"	"2014"	498	849129	48.512
	"South Dakota"	"46"	"2015"	"2015"	482	853988	46.513
	"South Dakota"	"46"	"2016"	"2016"	472	862996	44.484
	"South Dakota"	"46"	"2017"	"2017"	481	872868	44.060
	"South Dakota"	"46"	"2018"	"2018"	444	878698	40.135
"Total"	"South Dakota"	"46"			9423	16148019	50.151
	"Tennessee"	"47"	"1999"	"1999"	4071	5638706	72.127
	"Tennessee"	"47"	"2000"	"2000"	4231	5703719	73.884
	"Tennessee"	"47"	"2001"	"2001"	4286	5750789	74.065
	"Tennessee"	"47"	"2002"	"2002"	4421	5795918	75.167
	"Tennessee"	"47"	"2003"	"2003"	4391	5847812	73.206
	"Tennessee"	"47"	"2004"	"2004"	4526	5910809	73.819
	"Tennessee"	"47"	"2005"	"2005"	4701	5991057	75.125
	"Tennessee"	"47"	"2006"	"2006"	4699	6088766	72.877
	"Tennessee"	"47"	"2007"	"2007"	4636	6175727	70.220
	"Tennessee"	"47"	"2008"	"2008"	4615	6247411	68.169
	"Tennessee"	"47"	"2009"	"2009"	4762	6306019	68.964
	"Tennessee"	"47"	"2010"	"2010"	4730	6355311	66.820
	"Tennessee"	"47"	"2011"	"2011"	4643	6399291	63.937
	"Tennessee"	"47"	"2012"	"2012"	4693	6453898	63.281
	"Tennessee"	"47"	"2013"	"2013"	4702	6494340	61.713
	"Tennessee"	"47"	"2014"	"2014"	4815	6541223	61.753
	"Tennessee"	"47"	"2015"	"2015"	4673	6591170	58.570
	"Tennessee"	"47"	"2016"	"2016"	4701	6646010	58.061
	"Tennessee"	"47"	"2017"	"2017"	4406	6708799	52.528
	"Tennessee"	"47"	"2018"	"2018"	4319	6771631	50.156
"Total"	"Tennessee"	"47"			91021	124418406	65.703
	"Texas"	"48"	"1999"	"1999"	10033	20558220	60.037
	"Texas"	"48"	"2000"	"2000"	10314	20944499	60.418
	"Texas"	"48"	"2001"	"2001"	10262	21319622	59.000
	"Texas"	"48"	"2002"	"2002"	10693	21690325	60.139
	"Texas"	"48"	"2003"	"2003"	10597	22030931	58.260
	"Texas"	"48"	"2004"	"2004"	10533	22394023	56.541
	"Texas"	"48"	"2005"	"2005"	10577	22773020	55.367
	"Texas"	"48"	"2006"	"2006"	10616	23359580	53.776
	"Texas"	"48"	"2007"	"2007"	10495	23831983	51.749
	"Texas"	"48"	"2008"	"2008"	10529	24309039	50.304
	"Texas"	"48"	"2009"	"2009"	10526	24801761	48.972
	"Texas"	"48"	"2010"	"2010"	10446	25241971	47.248
	"Texas"	"48"	"2011"	"2011"	10637	25645629	46.512
	"Texas"	"48"	"2012"	"2012"	10706	26084481	45.231
	"Texas"	"48"	"2013"	"2013"	10519	26480266	43.184
	"Texas"	"48"	"2014"	"2014"	10648	26964333	42.308
	"Texas"	"48"	"2015"	"2015"	10295	27470056	39.507
	"Texas"	"48"	"2016"	"2016"	10390	27914410	38.735
	"Texas"	"48"	"2017"	"2017"	10278	28295273	37.109
	"Texas"	"48"	"2018"	"2018"	9934	28628666	34.740
"Total"	"Texas"	"48"			209028	490738088	48.038
	"Utah"	"49"	"1999"	"1999"	487	2203482	31.691
	"Utah"	"49"	"2000"	"2000"	489	2244502	31.103
	"Utah"	"49"	"2001"	"2001"	443	2283715	27.458
	"Utah"	"49"	"2002"	"2002"	486	2324815	29.322
	"Utah"	"49"	"2003"	"2003"	498	2360137	29.360
	"Utah"	"49"	"2004"	"2004"	534	2401580	30.893
	"Utah"	"49"	"2005"	"2005"	521	2457719	28.936
	"Utah"	"49"	"2006"	"2006"	553	2525507	29.326
	"Utah"	"49"	"2007"	"2007"	528	2597746	27.148
	"Utah"	"49"	"2008"	"2008"	472	2663029	23.431
	"Utah"	"49"	"2009"	"2009"	516	2723421	25.185
	"Utah"	"49"	"2010"	"2010"	541	2775332	25.111
	"Utah"	"49"	"2011"	"2011"	550	2814384	24.808
	"Utah"	"49"	"2012"	"2012"	566	2853375	25.064
	"Utah"	"49"	"2013"	"2013"	557	2897640	23.492
	"Utah"	"49"	"2014"	"2014"	570	2936879	23.920
	"Utah"	"49"	"2015"	"2015"	595	2981835	24.037
	"Utah"	"49"	"2016"	"2016"	592	3041868	23.077
	"Utah"	"49"	"2017"	"2017"	577	3101042	21.943
	"Utah"	"49"	"2018"	"2018"	578	3153550	21.088
"Total"	"Utah"	"49"			10653	53341558	25.736
	"Vermont"	"50"	"1999"	"1999"	361	604683	58.683
	"Vermont"	"50"	"2000"	"2000"	360	609618	57.485
	"Vermont"	"50"	"2001"	"2001"	371	612223	58.232
	"Vermont"	"50"	"2002"	"2002"	349	615442	53.869
	"Vermont"	"50"	"2003"	"2003"	350	617858	53.327
	"Vermont"	"50"	"2004"	"2004"	354	619920	52.328
	"Vermont"	"50"	"2005"	"2005"	367	621215	53.909
	"Vermont"	"50"	"2006"	"2006"	382	622892	54.884
	"Vermont"	"50"	"2007"	"2007"	438	623481	61.140
	"Vermont"	"50"	"2008"	"2008"	413	624151	57.144
	"Vermont"	"50"	"2009"	"2009"	400	624817	53.799
	"Vermont"	"50"	"2010"	"2010"	451	625879	59.772
	"Vermont"	"50"	"2011"	"2011"	418	627049	54.369
	"Vermont"	"50"	"2012"	"2012"	390	626090	48.538
	"Vermont"	"50"	"2013"	"2013"	399	626210	48.852
	"Vermont"	"50"	"2014"	"2014"	434	625214	53.320
	"Vermont"	"50"	"2015"	"2015"	400	625216	47.747
	"Vermont"	"50"	"2016"	"2016"	400	623657	46.181
	"Vermont"	"50"	"2017"	"2017"	417	624344	47.175
	"Vermont"	"50"	"2018"	"2018"	368	624358	41.260
"Total"	"Vermont"	"50"			7822	12424317	52.457
	"Virginia"	"51"	"1999"	"1999"	4063	7000174	63.014
	"Virginia"	"51"	"2000"	"2000"	4132	7105817	63.021
	"Virginia"	"51"	"2001"	"2001"	4064	7198362	60.690
	"Virginia"	"51"	"2002"	"2002"	4185	7286873	61.232
	"Virginia"	"51"	"2003"	"2003"	4300	7366977	61.427
	"Virginia"	"51"	"2004"	"2004"	4284	7475575	60.257
	"Virginia"	"51"	"2005"	"2005"	4461	7577105	61.103
	"Virginia"	"51"	"2006"	"2006"	4336	7673725	58.175
	"Virginia"	"51"	"2007"	"2007"	4364	7751000	57.133
	"Virginia"	"51"	"2008"	"2008"	4285	7833496	55.110
	"Virginia"	"51"	"2009"	"2009"	4318	7925937	53.610
	"Virginia"	"51"	"2010"	"2010"	4330	8023699	52.703
	"Virginia"	"51"	"2011"	"2011"	4340	8101155	51.422
	"Virginia"	"51"	"2012"	"2012"	4355	8185080	50.089
	"Virginia"	"51"	"2013"	"2013"	4251	8252427	47.350
	"Virginia"	"51"	"2014"	"2014"	4279	8310993	46.472
	"Virginia"	"51"	"2015"	"2015"	4289	8361808	45.354
	"Virginia"	"51"	"2016"	"2016"	4179	8410106	42.953
	"Virginia"	"51"	"2017"	"2017"	4125	8463587	41.103
	"Virginia"	"51"	"2018"	"2018"	4102	8501286	39.850
"Total"	"Virginia"	"51"			85042	156805182	52.491
	"Washington"	"53"	"1999"	"1999"	3391	5842564	63.479
	"Washington"	"53"	"2000"	"2000"	3435	5910512	63.292
	"Washington"	"53"	"2001"	"2001"	3380	5985722	61.222
	"Washington"	"53"	"2002"	"2002"	3407	6052349	60.194
	"Washington"	"53"	"2003"	"2003"	3530	6104115	61.421
	"Washington"	"53"	"2004"	"2004"	3401	6178645	57.773
	"Washington"	"53"	"2005"	"2005"	3474	6257305	57.371
	"Washington"	"53"	"2006"	"2006"	3416	6370753	54.905
	"Washington"	"53"	"2007"	"2007"	3495	6461587	54.840
	"Washington"	"53"	"2008"	"2008"	3515	6562231	53.969
	"Washington"	"53"	"2009"	"2009"	3558	6667426	52.446
	"Washington"	"53"	"2010"	"2010"	3614	6742830	52.111
	"Washington"	"53"	"2011"	"2011"	3512	6826627	49.208
	"Washington"	"53"	"2012"	"2012"	3498	6897058	47.733
	"Washington"	"53"	"2013"	"2013"	3394	6963985	44.966
	"Washington"	"53"	"2014"	"2014"	3414	7054655	43.649
	"Washington"	"53"	"2015"	"2015"	3513	7163657	43.758
	"Washington"	"53"	"2016"	"2016"	3339	7294771	40.473
	"Washington"	"53"	"2017"	"2017"	3361	7423362	39.071
	"Washington"	"53"	"2018"	"2018"	3203	7523869	36.195
"Total"	"Washington"	"53"			68850	132284023	50.388
	"West Virginia"	"54"	"1999"	"1999"	1659	1811799	77.419
	"West Virginia"	"54"	"2000"	"2000"	1657	1807021	77.000
	"West Virginia"	"54"	"2001"	"2001"	1650	1801481	76.434
	"West Virginia"	"54"	"2002"	"2002"	1622	1805414	74.252
	"West Virginia"	"54"	"2003"	"2003"	1557	1812295	70.591
	"West Virginia"	"54"	"2004"	"2004"	1570	1816438	70.539
	"West Virginia"	"54"	"2005"	"2005"	1602	1820492	71.138
	"West Virginia"	"54"	"2006"	"2006"	1671	1827912	73.198
	"West Virginia"	"54"	"2007"	"2007"	1610	1834052	69.694
	"West Virginia"	"54"	"2008"	"2008"	1569	1840310	66.610
	"West Virginia"	"54"	"2009"	"2009"	1660	1847775	69.481
	"West Virginia"	"54"	"2010"	"2010"	1662	1854239	69.150
	"West Virginia"	"54"	"2011"	"2011"	1579	1856301	65.076
	"West Virginia"	"54"	"2012"	"2012"	1598	1856872	64.428
	"West Virginia"	"54"	"2013"	"2013"	1542	1853914	61.242
	"West Virginia"	"54"	"2014"	"2014"	1611	1849489	62.968
	"West Virginia"	"54"	"2015"	"2015"	1608	1842050	62.108
	"West Virginia"	"54"	"2016"	"2016"	1505	1831023	57.637
	"West Virginia"	"54"	"2017"	"2017"	1455	1817004	54.288
	"West Virginia"	"54"	"2018"	"2018"	1472	1804291	54.785
"Total"	"West Virginia"	"54"			31859	36590172	66.861
	"Wisconsin"	"55"	"1999"	"1999"	2902	5332666	53.349
	"Wisconsin"	"55"	"2000"	"2000"	2929	5373999	53.190
	"Wisconsin"	"55"	"2001"	"2001"	3005	5406835	53.924
	"Wisconsin"	"55"	"2002"	"2002"	3070	5445162	54.395
	"Wisconsin"	"55"	"2003"	"2003"	2994	5479203	52.073
	"Wisconsin"	"55"	"2004"	"2004"	3151	5514026	54.237
	"Wisconsin"	"55"	"2005"	"2005"	3139	5546166	53.139
	"Wisconsin"	"55"	"2006"	"2006"	3123	5577655	52.343
	"Wisconsin"	"55"	"2007"	"2007"	3193	5610775	52.795
	"Wisconsin"	"55"	"2008"	"2008"	3244	5640996	52.373
	"Wisconsin"	"55"	"2009"	"2009"	3190	5669264	50.366
	"Wisconsin"	"55"	"2010"	"2010"	3264	5690475	50.769
	"Wisconsin"	"55"	"2011"	"2011"	3473	5705288	52.886
	"Wisconsin"	"55"	"2012"	"2012"	3223	5719960	48.043
	"Wisconsin"	"55"	"2013"	"2013"	3260	5736754	47.591
	"Wisconsin"	"55"	"2014"	"2014"	3300	5751525	47.597
	"Wisconsin"	"55"	"2015"	"2015"	3208	5760940	45.072
	"Wisconsin"	"55"	"2016"	"2016"	3131	5772628	42.975
	"Wisconsin"	"55"	"2017"	"2017"	3145	5790186	42.604
	"Wisconsin"	"55"	"2018"	"2018"	3036	5807406	39.792
"Total"	"Wisconsin"	"55"			62980	112331909	49.422
	"Wyoming"	"56"	"1999"	"1999"	269	491780	58.112
	"Wyoming"	"56"	"2000"	"2000"	258	494300	54.440
	"Wyoming"	"56"	"2001"	"2001"	251	494657	52.686
	"Wyoming"	"56"	"2002"	"2002"	259	500017	53.089
	"Wyoming"	"56"	"2003"	"2003"	274	503453	54.746
	"Wyoming"	"56"	"2004"	"2004"	233	509106	45.848
	"Wyoming"	"56"	"2005"	"2005"	272	514157	51.660
	"Wyoming"	"56"	"2006"	"2006"	257	522667	48.784
	"Wyoming"	"56"	"2007"	"2007"	272	534876	49.535
	"Wyoming"	"56"	"2008"	"2008"	246	546043	45.057
	"Wyoming"	"56"	"2009"	"2009"	271	559851	47.046
	"Wyoming"	"56"	"2010"	"2010"	265	564487	44.469
	"Wyoming"	"56"	"2011"	"2011"	257	567299	43.206
	"Wyoming"	"56"	"2012"	"2012"	260	576305	42.477
	"Wyoming"	"56"	"2013"	"2013"	254	582122	40.154
	"Wyoming"	"56"	"2014"	"2014"	246	582531	36.914
	"Wyoming"	"56"	"2015"	"2015"	250	585613	37.510
	"Wyoming"	"56"	"2016"	"2016"	246	584215	36.621
	"Wyoming"	"56"	"2017"	"2017"	262	578931	37.679
	"Wyoming"	"56"	"2018"	"2018"	254	577601	34.743
"Total"	"Wyoming"	"56"			5156	10870011	44.651
"Total"					3391160	6086753001	51.407
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2018 Mortality"
"Query Parameters:"
"Title: nl_death"
"Cancer Sites: Lung and Bronchus; Brain and Other Nervous System"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/CancerMort-v2018.html for more information."
"---"
"Query Date: Nov 4, 2021 6:19:06 PM"
"---"
"Suggested Citation: United States Cancer Statistics - Mortality: 1999 - 2018, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention; 2021. Accessed at"
"http://wonder.cdc.gov/CancerMort-v2018.html on Nov 4, 2021 6:19:06 PM"
"---"
Caveats:
"1. About rate comparisons: <ul><li> For consistency with the data on cancer incidence, the cancer sites in mortality data were"
"grouped according to the revised SEER recodes dated March 1, 2018 (see SEER Cause of Death Recodes:"
"http://seer.cancer.gov/codrecode/.). Because NCHS uses different groupings for some sites, the death rates in this report may"
"differ slightly from those published by NCHS. In addition, under the ICD, there are differences in mortality and incidence"
"coding. For example, there are several codes for mesothelioma in ICD-10 (depending on the primary site). However in ICD-O-3, one"
"code captures all of the primary sites that mesothelioma affects. Note that Kaposi sarcoma deaths included in this dataset are"
"only those deaths with underlying cause of death attributed to Kaposi Sarcoma, and do not include deaths where the condition was"
"a contributing cause of death, or subsequent to another underlying condition. </li><li> The population used to age-adjust the"
"rates in this report is the 2000 U.S. standard population, which is in accordance with a 1998 recommendation of the US."
"Department of Health and Human Services. The 2000 U.S. standard population is based on the proportion of the 2000 population in"
"specific age groups (younger than 1 year, 1-4 years, 5-9 years, 10-14 years, 15-19 years, . . . 85 years or older); the"
"proportions of the 2000 population in these age groups serve as weights for calculating age-adjusted incidence and death rates."
"NCHS, however, uses a different set of age groups in its age adjustment of death rates, and thus the cancer death rates in this"
"report may differ slightly from those published by NCHS. </li><li> Deaths of persons of unknown age are not included in this"
"data set. Death rates may differ slightly from other reports where deaths of persons of unknown age are included. </li></ul>"
"2. Because the vast majority of Kaposi sarcoma (KS) cases have developed in association with human immunodeficiency virus (HIV)"
"infection and acquired immunodeficiency syndrome (AIDS), HIV/AIDS is listed as the underlying cause of death. Therefore, KS"
"death counts have been moved to the Miscellaneous category."
"3. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
