"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Age-Adjusted Rate
	"Larynx"	"22020"	"2006"	"2006"	"Maine"	"23"	18	1323619	1.124
	"Larynx"	"22020"	"2006"	"2006"	"Maryland"	"24"	88	5627367	1.531
	"Larynx"	"22020"	"2006"	"2006"	"Massachusetts"	"25"	69	6410084	0.972
	"Larynx"	"22020"	"2006"	"2006"	"Michigan"	"26"	151	10036081	1.398
	"Larynx"	"22020"	"2006"	"2006"	"Minnesota"	"27"	53	5163555	1.000
	"Larynx"	"22020"	"2006"	"2006"	"Mississippi"	"28"	46	2904978	1.510
	"Larynx"	"22020"	"2006"	"2006"	"Missouri"	"29"	75	5842704	1.162
	"Larynx"	"22020"	"2006"	"2006"	"Nebraska"	"31"	26	1772693	1.348
	"Larynx"	"22020"	"2006"	"2006"	"Nevada"	"32"	32	2522658	1.374
	"Larynx"	"22020"	"2006"	"2006"	"New Hampshire"	"33"	21	1308389	1.509
	"Larynx"	"22020"	"2006"	"2006"	"New Jersey"	"34"	125	8661679	1.321
	"Larynx"	"22020"	"2006"	"2006"	"New York"	"36"	264	19104631	1.276
	"Larynx"	"22020"	"2006"	"2006"	"North Carolina"	"37"	112	8917270	1.225
	"Larynx"	"22020"	"2006"	"2006"	"Ohio"	"39"	187	11481213	1.452
	"Larynx"	"22020"	"2006"	"2006"	"Oklahoma"	"40"	42	3594090	1.068
	"Larynx"	"22020"	"2006"	"2006"	"Oregon"	"41"	25	3670883	0.610
	"Larynx"	"22020"	"2006"	"2006"	"Pennsylvania"	"42"	186	12510809	1.232
	"Larynx"	"22020"	"2006"	"2006"	"South Carolina"	"45"	64	4357847	1.308
	"Larynx"	"22020"	"2006"	"2006"	"Tennessee"	"47"	112	6088766	1.667
	"Larynx"	"22020"	"2006"	"2006"	"Texas"	"48"	250	23359580	1.239
	"Larynx"	"22020"	"2006"	"2006"	"Virginia"	"51"	95	7673725	1.261
	"Larynx"	"22020"	"2006"	"2006"	"Washington"	"53"	54	6370753	0.852
	"Larynx"	"22020"	"2006"	"2006"	"West Virginia"	"54"	39	1827912	1.682
	"Larynx"	"22020"	"2006"	"2006"	"Wisconsin"	"55"	74	5577655	1.203
	"Larynx"	"22020"	"2007"	"2007"	"Alabama"	"01"	65	4672840	1.226
	"Larynx"	"22020"	"2007"	"2007"	"Arizona"	"04"	65	6167681	0.984
	"Larynx"	"22020"	"2007"	"2007"	"Arkansas"	"05"	31	2848650	0.983
	"Larynx"	"22020"	"2007"	"2007"	"California"	"06"	314	36250311	0.932
	"Larynx"	"22020"	"2007"	"2007"	"Colorado"	"08"	26	4803868	0.592
	"Larynx"	"22020"	"2007"	"2007"	"Connecticut"	"09"	33	3527270	0.756
	"Larynx"	"22020"	"2007"	"2007"	"Florida"	"12"	297	18367842	1.257
	"Larynx"	"22020"	"2007"	"2007"	"Georgia"	"13"	76	9349988	0.911
	"Larynx"	"22020"	"2007"	"2007"	"Idaho"	"16"	18	1505105	1.187
	"Larynx"	"22020"	"2007"	"2007"	"Illinois"	"17"	171	12695866	1.295
	"Larynx"	"22020"	"2007"	"2007"	"Indiana"	"18"	82	6379599	1.248
	"Larynx"	"22020"	"2007"	"2007"	"Iowa"	"19"	30	2999212	0.877
	"Larynx"	"22020"	"2007"	"2007"	"Kansas"	"20"	29	2783785	0.928
	"Larynx"	"22020"	"2007"	"2007"	"Kentucky"	"21"	61	4256672	1.341
	"Larynx"	"22020"	"2007"	"2007"	"Louisiana"	"22"	71	4375581	1.549
	"Larynx"	"22020"	"2007"	"2007"	"Maine"	"23"	26	1327040	1.595
	"Larynx"	"22020"	"2007"	"2007"	"Maryland"	"24"	80	5653408	1.379
	"Larynx"	"22020"	"2007"	"2007"	"Massachusetts"	"25"	82	6431559	1.159
	"Larynx"	"22020"	"2007"	"2007"	"Michigan"	"26"	149	10001284	1.350
	"Larynx"	"22020"	"2007"	"2007"	"Minnesota"	"27"	57	5207203	1.037
	"Larynx"	"22020"	"2007"	"2007"	"Mississippi"	"28"	46	2928350	1.469
	"Larynx"	"22020"	"2007"	"2007"	"Missouri"	"29"	70	5887612	1.075
	"Larynx"	"22020"	"2007"	"2007"	"Nebraska"	"31"	22	1783440	1.165
	"Larynx"	"22020"	"2007"	"2007"	"Nevada"	"32"	34	2601072	1.427
	"Larynx"	"22020"	"2007"	"2007"	"New Hampshire"	"33"	18	1312540	1.255
	"Larynx"	"22020"	"2007"	"2007"	"New Jersey"	"34"	115	8677885	1.199
	"Larynx"	"22020"	"2007"	"2007"	"New Mexico"	"35"	18	1990070	0.841
	"Larynx"	"22020"	"2007"	"2007"	"New York"	"36"	249	19132335	1.174
	"Larynx"	"22020"	"2007"	"2007"	"North Carolina"	"37"	121	9118037	1.247
	"Larynx"	"22020"	"2007"	"2007"	"Ohio"	"39"	187	11500468	1.416
	"Larynx"	"22020"	"2007"	"2007"	"Oklahoma"	"40"	53	3634349	1.340
	"Larynx"	"22020"	"2007"	"2007"	"Oregon"	"41"	29	3722417	0.683
	"Larynx"	"22020"	"2007"	"2007"	"Pennsylvania"	"42"	206	12563937	1.340
	"Larynx"	"22020"	"2007"	"2007"	"South Carolina"	"45"	61	4444110	1.271
	"Larynx"	"22020"	"2007"	"2007"	"Tennessee"	"47"	83	6175727	1.256
	"Larynx"	"22020"	"2007"	"2007"	"Texas"	"48"	220	23831983	1.045
	"Larynx"	"22020"	"2007"	"2007"	"Virginia"	"51"	81	7751000	1.054
	"Larynx"	"22020"	"2007"	"2007"	"Washington"	"53"	58	6461587	0.901
	"Larynx"	"22020"	"2007"	"2007"	"West Virginia"	"54"	33	1834052	1.377
	"Larynx"	"22020"	"2007"	"2007"	"Wisconsin"	"55"	72	5610775	1.140
	"Larynx"	"22020"	"2008"	"2008"	"Alabama"	"01"	76	4718206	1.449
	"Larynx"	"22020"	"2008"	"2008"	"Arizona"	"04"	43	6280362	0.639
	"Larynx"	"22020"	"2008"	"2008"	"Arkansas"	"05"	52	2874554	1.578
	"Larynx"	"22020"	"2008"	"2008"	"California"	"06"	274	36604337	0.795
	"Larynx"	"22020"	"2008"	"2008"	"Colorado"	"08"	35	4889730	0.747
	"Larynx"	"22020"	"2008"	"2008"	"Connecticut"	"09"	47	3545579	1.110
	"Larynx"	"22020"	"2008"	"2008"	"Delaware"	"10"	21	883874	1.964
	"Larynx"	"22020"	"2008"	"2008"	"Florida"	"12"	318	18527305	1.313
	"Larynx"	"22020"	"2008"	"2008"	"Georgia"	"13"	83	9504843	0.900
	"Larynx"	"22020"	"2008"	"2008"	"Hawaii"	"15"	18	1332213	1.148
	"Larynx"	"22020"	"2008"	"2008"	"Illinois"	"17"	155	12747038	1.176
	"Larynx"	"22020"	"2008"	"2008"	"Indiana"	"18"	87	6424806	1.255
	"Larynx"	"22020"	"2008"	"2008"	"Iowa"	"19"	48	3016734	1.346
	"Larynx"	"22020"	"2008"	"2008"	"Kansas"	"20"	34	2808076	1.100
	"Larynx"	"22020"	"2008"	"2008"	"Kentucky"	"21"	72	4289878	1.523
	"Larynx"	"22020"	"2008"	"2008"	"Louisiana"	"22"	68	4435586	1.455
	"Larynx"	"22020"	"2008"	"2008"	"Maine"	"23"	22	1330509	1.299
	"Larynx"	"22020"	"2008"	"2008"	"Maryland"	"24"	74	5684965	1.284
	"Larynx"	"22020"	"2008"	"2008"	"Massachusetts"	"25"	89	6468967	1.213
	"Larynx"	"22020"	"2008"	"2008"	"Michigan"	"26"	144	9946889	1.287
	"Larynx"	"22020"	"2008"	"2008"	"Minnesota"	"27"	52	5247018	0.944
	"Larynx"	"22020"	"2008"	"2008"	"Mississippi"	"28"	41	2947806	1.318
	"Larynx"	"22020"	"2008"	"2008"	"Missouri"	"29"	80	5923916	1.155
	"Larynx"	"22020"	"2008"	"2008"	"Nebraska"	"31"	23	1796378	1.131
	"Larynx"	"22020"	"2008"	"2008"	"Nevada"	"32"	36	2653630	1.384
	"Larynx"	"22020"	"2008"	"2008"	"New Jersey"	"34"	122	8711090	1.256
	"Larynx"	"22020"	"2008"	"2008"	"New Mexico"	"35"	29	2010662	1.335
	"Larynx"	"22020"	"2008"	"2008"	"New York"	"36"	238	19212436	1.122
	"Larynx"	"22020"	"2008"	"2008"	"North Carolina"	"37"	138	9309449	1.402
	"Larynx"	"22020"	"2008"	"2008"	"Ohio"	"39"	174	11515391	1.332
	"Larynx"	"22020"	"2008"	"2008"	"Oklahoma"	"40"	44	3668976	1.083
	"Larynx"	"22020"	"2008"	"2008"	"Oregon"	"41"	35	3768748	0.815
	"Larynx"	"22020"	"2008"	"2008"	"Pennsylvania"	"42"	207	12612285	1.329
	"Larynx"	"22020"	"2008"	"2008"	"Rhode Island"	"44"	16	1055003	1.345
	"Larynx"	"22020"	"2008"	"2008"	"South Carolina"	"45"	84	4528996	1.678
	"Larynx"	"22020"	"2008"	"2008"	"Tennessee"	"47"	100	6247411	1.418
	"Larynx"	"22020"	"2008"	"2008"	"Texas"	"48"	252	24309039	1.156
	"Larynx"	"22020"	"2008"	"2008"	"Virginia"	"51"	88	7833496	1.117
	"Larynx"	"22020"	"2008"	"2008"	"Washington"	"53"	61	6562231	0.930
	"Larynx"	"22020"	"2008"	"2008"	"West Virginia"	"54"	47	1840310	1.946
	"Larynx"	"22020"	"2008"	"2008"	"Wisconsin"	"55"	55	5640996	0.883
	"Larynx"	"22020"	"2009"	"2009"	"Alabama"	"01"	78	4757938	1.407
	"Larynx"	"22020"	"2009"	"2009"	"Arizona"	"04"	67	6343154	0.956
	"Larynx"	"22020"	"2009"	"2009"	"Arkansas"	"05"	26	2896843	0.748
	"Larynx"	"22020"	"2009"	"2009"	"California"	"06"	309	36961229	0.859
	"Larynx"	"22020"	"2009"	"2009"	"Colorado"	"08"	27	4972195	0.569
	"Larynx"	"22020"	"2009"	"2009"	"Connecticut"	"09"	44	3561807	1.018
	"Larynx"	"22020"	"2009"	"2009"	"Florida"	"12"	279	18652644	1.119
	"Larynx"	"22020"	"2009"	"2009"	"Georgia"	"13"	89	9620846	0.958
	"Larynx"	"22020"	"2009"	"2009"	"Hawaii"	"15"	17	1346717	1.041
	"Larynx"	"22020"	"2009"	"2009"	"Illinois"	"17"	182	12796778	1.321
	"Larynx"	"22020"	"2009"	"2009"	"Indiana"	"18"	76	6459325	1.084
	"Larynx"	"22020"	"2009"	"2009"	"Iowa"	"19"	29	3032870	0.810
	"Larynx"	"22020"	"2009"	"2009"	"Kansas"	"20"	19	2832704	0.592
	"Larynx"	"22020"	"2009"	"2009"	"Kentucky"	"21"	70	4317074	1.468
	"Larynx"	"22020"	"2009"	"2009"	"Louisiana"	"22"	74	4491648	1.561
	"Larynx"	"22020"	"2009"	"2009"	"Maine"	"23"	22	1329590	1.271
	"Larynx"	"22020"	"2009"	"2009"	"Maryland"	"24"	81	5730388	1.338
	"Larynx"	"22020"	"2009"	"2009"	"Massachusetts"	"25"	71	6517613	0.937
	"Larynx"	"22020"	"2009"	"2009"	"Michigan"	"26"	125	9901591	1.123
	"Larynx"	"22020"	"2009"	"2009"	"Minnesota"	"27"	42	5281203	0.757
	"Larynx"	"22020"	"2009"	"2009"	"Mississippi"	"28"	44	2958774	1.388
	"Larynx"	"22020"	"2009"	"2009"	"Missouri"	"29"	102	5961088	1.501
	"Larynx"	"22020"	"2009"	"2009"	"Nevada"	"32"	22	2684665	0.814
	"Larynx"	"22020"	"2009"	"2009"	"New Hampshire"	"33"	19	1316102	1.311
	"Larynx"	"22020"	"2009"	"2009"	"New Jersey"	"34"	110	8755602	1.098
	"Larynx"	"22020"	"2009"	"2009"	"New Mexico"	"35"	16	2036802	0.696
	"Larynx"	"22020"	"2009"	"2009"	"New York"	"36"	265	19307066	1.224
	"Larynx"	"22020"	"2009"	"2009"	"North Carolina"	"37"	118	9449566	1.136
	"Larynx"	"22020"	"2009"	"2009"	"Ohio"	"39"	190	11528896	1.438
	"Larynx"	"22020"	"2009"	"2009"	"Oklahoma"	"40"	38	3717572	0.913
	"Larynx"	"22020"	"2009"	"2009"	"Oregon"	"41"	41	3808600	0.950
	"Larynx"	"22020"	"2009"	"2009"	"Pennsylvania"	"42"	186	12666858	1.170
	"Larynx"	"22020"	"2009"	"2009"	"Rhode Island"	"44"	17	1053646	1.393
	"Larynx"	"22020"	"2009"	"2009"	"South Carolina"	"45"	55	4589872	1.023
	"Larynx"	"22020"	"2009"	"2009"	"Tennessee"	"47"	104	6306019	1.427
	"Larynx"	"22020"	"2009"	"2009"	"Texas"	"48"	249	24801761	1.110
	"Larynx"	"22020"	"2009"	"2009"	"Virginia"	"51"	85	7925937	1.032
	"Larynx"	"22020"	"2009"	"2009"	"Washington"	"53"	63	6667426	0.896
	"Larynx"	"22020"	"2009"	"2009"	"West Virginia"	"54"	37	1847775	1.562
	"Larynx"	"22020"	"2009"	"2009"	"Wisconsin"	"55"	53	5669264	0.833
	"Larynx"	"22020"	"2010"	"2010"	"Alabama"	"01"	66	4785437	1.215
	"Larynx"	"22020"	"2010"	"2010"	"Arizona"	"04"	67	6407172	0.927
	"Larynx"	"22020"	"2010"	"2010"	"Arkansas"	"05"	29	2921964	0.895
	"Larynx"	"22020"	"2010"	"2010"	"California"	"06"	299	37319502	0.818
	"Larynx"	"22020"	"2010"	"2010"	"Colorado"	"08"	38	5047349	0.762
	"Larynx"	"22020"	"2010"	"2010"	"Connecticut"	"09"	33	3579114	0.757
	"Larynx"	"22020"	"2010"	"2010"	"Florida"	"12"	312	18845537	1.232
	"Larynx"	"22020"	"2010"	"2010"	"Georgia"	"13"	130	9711881	1.368
	"Larynx"	"22020"	"2010"	"2010"	"Idaho"	"16"	16	1570746	0.960
	"Larynx"	"22020"	"2010"	"2010"	"Illinois"	"17"	137	12840503	0.986
	"Larynx"	"22020"	"2010"	"2010"	"Indiana"	"18"	100	6490432	1.399
	"Larynx"	"22020"	"2010"	"2010"	"Iowa"	"19"	31	3050745	0.852
	"Larynx"	"22020"	"2010"	"2010"	"Kansas"	"20"	18	2858190	0.590
	"Larynx"	"22020"	"2010"	"2010"	"Kentucky"	"21"	72	4348181	1.451
	"Larynx"	"22020"	"2010"	"2010"	"Louisiana"	"22"	58	4544532	1.191
	"Larynx"	"22020"	"2010"	"2010"	"Maine"	"23"	19	1327629	1.058
	"Larynx"	"22020"	"2010"	"2010"	"Maryland"	"24"	74	5788645	1.229
	"Larynx"	"22020"	"2010"	"2010"	"Massachusetts"	"25"	82	6566307	1.105
	"Larynx"	"22020"	"2010"	"2010"	"Michigan"	"26"	135	9877510	1.153
	"Larynx"	"22020"	"2010"	"2010"	"Minnesota"	"27"	50	5310828	0.872
	"Larynx"	"22020"	"2010"	"2010"	"Mississippi"	"28"	35	2970548	1.125
	"Larynx"	"22020"	"2010"	"2010"	"Missouri"	"29"	68	5995974	0.968
	"Larynx"	"22020"	"2010"	"2010"	"Nevada"	"32"	25	2702405	0.887
	"Larynx"	"22020"	"2010"	"2010"	"New Hampshire"	"33"	18	1316762	1.226
	"Larynx"	"22020"	"2010"	"2010"	"New Jersey"	"34"	115	8799446	1.164
	"Larynx"	"22020"	"2010"	"2010"	"New Mexico"	"35"	28	2064552	1.247
	"Larynx"	"22020"	"2010"	"2010"	"New York"	"36"	257	19399878	1.163
	"Larynx"	"22020"	"2010"	"2010"	"North Carolina"	"37"	124	9574323	1.176
	"Larynx"	"22020"	"2010"	"2010"	"Ohio"	"39"	183	11539336	1.317
	"Larynx"	"22020"	"2010"	"2010"	"Oklahoma"	"40"	43	3759944	0.995
	"Larynx"	"22020"	"2010"	"2010"	"Oregon"	"41"	31	3837491	0.692
	"Larynx"	"22020"	"2010"	"2010"	"Pennsylvania"	"42"	171	12711160	1.082
	"Larynx"	"22020"	"2010"	"2010"	"Rhode Island"	"44"	17	1053959	1.345
	"Larynx"	"22020"	"2010"	"2010"	"South Carolina"	"45"	85	4635649	1.570
	"Larynx"	"22020"	"2010"	"2010"	"Tennessee"	"47"	95	6355311	1.315
	"Larynx"	"22020"	"2010"	"2010"	"Texas"	"48"	260	25241971	1.103
	"Larynx"	"22020"	"2010"	"2010"	"Virginia"	"51"	91	8023699	1.055
	"Larynx"	"22020"	"2010"	"2010"	"Washington"	"53"	69	6742830	0.995
	"Larynx"	"22020"	"2010"	"2010"	"West Virginia"	"54"	33	1854239	1.379
	"Larynx"	"22020"	"2010"	"2010"	"Wisconsin"	"55"	66	5690475	1.010
	"Larynx"	"22020"	"2011"	"2011"	"Alabama"	"01"	94	4799069	1.639
	"Larynx"	"22020"	"2011"	"2011"	"Arizona"	"04"	59	6472643	0.802
	"Larynx"	"22020"	"2011"	"2011"	"Arkansas"	"05"	34	2940667	0.970
	"Larynx"	"22020"	"2011"	"2011"	"California"	"06"	287	37638369	0.763
	"Larynx"	"22020"	"2011"	"2011"	"Colorado"	"08"	31	5121108	0.676
	"Larynx"	"22020"	"2011"	"2011"	"Connecticut"	"09"	40	3588283	0.892
	"Larynx"	"22020"	"2011"	"2011"	"Florida"	"12"	309	19053237	1.196
	"Larynx"	"22020"	"2011"	"2011"	"Georgia"	"13"	121	9802431	1.204
	"Larynx"	"22020"	"2011"	"2011"	"Illinois"	"17"	162	12867454	1.152
	"Larynx"	"22020"	"2011"	"2011"	"Indiana"	"18"	77	6516528	1.044
	"Larynx"	"22020"	"2011"	"2011"	"Iowa"	"19"	36	3066336	0.917
	"Larynx"	"22020"	"2011"	"2011"	"Kansas"	"20"	22	2869225	0.740
	"Larynx"	"22020"	"2011"	"2011"	"Kentucky"	"21"	64	4369821	1.235
	"Larynx"	"22020"	"2011"	"2011"	"Louisiana"	"22"	66	4575625	1.224
	"Larynx"	"22020"	"2011"	"2011"	"Maine"	"23"	29	1328284	1.525
	"Larynx"	"22020"	"2011"	"2011"	"Maryland"	"24"	77	5839419	1.273
	"Larynx"	"22020"	"2011"	"2011"	"Massachusetts"	"25"	87	6613583	1.133
	"Larynx"	"22020"	"2011"	"2011"	"Michigan"	"26"	152	9882412	1.303
	"Larynx"	"22020"	"2011"	"2011"	"Minnesota"	"27"	45	5346143	0.753
	"Larynx"	"22020"	"2011"	"2011"	"Mississippi"	"28"	44	2978731	1.329
	"Larynx"	"22020"	"2011"	"2011"	"Missouri"	"29"	66	6010275	0.917
	"Larynx"	"22020"	"2011"	"2011"	"Nebraska"	"31"	17	1840672	0.891
	"Larynx"	"22020"	"2011"	"2011"	"Nevada"	"32"	30	2712730	1.063
	"Larynx"	"22020"	"2011"	"2011"	"New Jersey"	"34"	129	8828117	1.265
	"Larynx"	"22020"	"2011"	"2011"	"New Mexico"	"35"	20	2080450	0.868
	"Larynx"	"22020"	"2011"	"2011"	"New York"	"36"	248	19499241	1.107
	"Larynx"	"22020"	"2011"	"2011"	"North Carolina"	"37"	127	9657592	1.129
	"Larynx"	"22020"	"2011"	"2011"	"Ohio"	"39"	184	11544663	1.316
	"Larynx"	"22020"	"2011"	"2011"	"Oklahoma"	"40"	50	3788379	1.123
	"Larynx"	"22020"	"2011"	"2011"	"Oregon"	"41"	34	3872036	0.729
	"Larynx"	"22020"	"2011"	"2011"	"Pennsylvania"	"42"	191	12745815	1.151
	"Larynx"	"22020"	"2011"	"2011"	"South Carolina"	"45"	70	4671994	1.221
	"Larynx"	"22020"	"2011"	"2011"	"Tennessee"	"47"	104	6399291	1.404
	"Larynx"	"22020"	"2011"	"2011"	"Texas"	"48"	269	25645629	1.131
	"Larynx"	"22020"	"2011"	"2011"	"Virginia"	"51"	85	8101155	0.973
	"Larynx"	"22020"	"2011"	"2011"	"Washington"	"53"	58	6826627	0.775
	"Larynx"	"22020"	"2011"	"2011"	"West Virginia"	"54"	29	1856301	1.202
	"Larynx"	"22020"	"2011"	"2011"	"Wisconsin"	"55"	55	5705288	0.802
	"Larynx"	"22020"	"2012"	"2012"	"Alabama"	"01"	76	4815588	1.270
	"Larynx"	"22020"	"2012"	"2012"	"Arizona"	"04"	49	6554978	0.641
	"Larynx"	"22020"	"2012"	"2012"	"Arkansas"	"05"	45	2952164	1.247
	"Larynx"	"22020"	"2012"	"2012"	"California"	"06"	297	37948800	0.777
	"Larynx"	"22020"	"2012"	"2012"	"Colorado"	"08"	38	5192647	0.755
	"Larynx"	"22020"	"2012"	"2012"	"Connecticut"	"09"	34	3594547	0.800
	"Larynx"	"22020"	"2012"	"2012"	"Florida"	"12"	312	19297822	1.177
	"Larynx"	"22020"	"2012"	"2012"	"Georgia"	"13"	94	9901430	0.963
	"Larynx"	"22020"	"2012"	"2012"	"Illinois"	"17"	165	12882510	1.151
	"Larynx"	"22020"	"2012"	"2012"	"Indiana"	"18"	92	6537703	1.238
	"Larynx"	"22020"	"2012"	"2012"	"Iowa"	"19"	40	3076190	1.067
	"Larynx"	"22020"	"2012"	"2012"	"Kansas"	"20"	31	2885257	0.947
	"Larynx"	"22020"	"2012"	"2012"	"Kentucky"	"21"	86	4386346	1.622
	"Larynx"	"22020"	"2012"	"2012"	"Louisiana"	"22"	62	4600972	1.227
	"Larynx"	"22020"	"2012"	"2012"	"Maine"	"23"	23	1327729	1.231
	"Larynx"	"22020"	"2012"	"2012"	"Maryland"	"24"	64	5886992	0.979
	"Larynx"	"22020"	"2012"	"2012"	"Massachusetts"	"25"	60	6663005	0.762
	"Larynx"	"22020"	"2012"	"2012"	"Michigan"	"26"	135	9897145	1.104
	"Larynx"	"22020"	"2012"	"2012"	"Minnesota"	"27"	42	5376643	0.703
	"Larynx"	"22020"	"2012"	"2012"	"Mississippi"	"28"	50	2983816	1.417
	"Larynx"	"22020"	"2012"	"2012"	"Missouri"	"29"	74	6024367	1.038
	"Larynx"	"22020"	"2012"	"2012"	"Montana"	"30"	16	1003783	1.293
	"Larynx"	"22020"	"2012"	"2012"	"Nebraska"	"31"	16	1853303	0.746
	"Larynx"	"22020"	"2012"	"2012"	"Nevada"	"32"	40	2743996	1.294
	"Larynx"	"22020"	"2012"	"2012"	"New Hampshire"	"33"	16	1324232	1.005
	"Larynx"	"22020"	"2012"	"2012"	"New Jersey"	"34"	92	8844942	0.904
	"Larynx"	"22020"	"2012"	"2012"	"New Mexico"	"35"	20	2087309	0.806
	"Larynx"	"22020"	"2012"	"2012"	"New York"	"36"	235	19572932	1.019
	"Larynx"	"22020"	"2012"	"2012"	"North Carolina"	"37"	112	9749476	1.004
	"Larynx"	"22020"	"2012"	"2012"	"Ohio"	"39"	185	11548923	1.329
	"Larynx"	"22020"	"2012"	"2012"	"Oklahoma"	"40"	43	3818814	0.967
	"Larynx"	"22020"	"2012"	"2012"	"Oregon"	"41"	27	3899001	0.571
	"Larynx"	"22020"	"2012"	"2012"	"Pennsylvania"	"42"	180	12767118	1.090
	"Larynx"	"22020"	"2012"	"2012"	"South Carolina"	"45"	71	4717354	1.239
	"Larynx"	"22020"	"2012"	"2012"	"Tennessee"	"47"	95	6453898	1.215
	"Larynx"	"22020"	"2012"	"2012"	"Texas"	"48"	283	26084481	1.139
	"Larynx"	"22020"	"2012"	"2012"	"Virginia"	"51"	89	8185080	1.009
	"Larynx"	"22020"	"2012"	"2012"	"Washington"	"53"	71	6897058	0.951
	"Larynx"	"22020"	"2012"	"2012"	"West Virginia"	"54"	53	1856872	2.058
	"Larynx"	"22020"	"2012"	"2012"	"Wisconsin"	"55"	53	5719960	0.764
	"Larynx"	"22020"	"2013"	"2013"	"Alabama"	"01"	63	4830081	1.041
	"Larynx"	"22020"	"2013"	"2013"	"Arizona"	"04"	55	6632764	0.681
	"Larynx"	"22020"	"2013"	"2013"	"Arkansas"	"05"	33	2959400	0.823
	"Larynx"	"22020"	"2013"	"2013"	"California"	"06"	283	38260787	0.726
	"Larynx"	"22020"	"2013"	"2013"	"Colorado"	"08"	29	5269035	0.545
	"Larynx"	"22020"	"2013"	"2013"	"Connecticut"	"09"	36	3594841	0.833
	"Larynx"	"22020"	"2013"	"2013"	"Florida"	"12"	297	19545621	1.080
	"Larynx"	"22020"	"2013"	"2013"	"Georgia"	"13"	95	9972479	0.857
	"Larynx"	"22020"	"2013"	"2013"	"Hawaii"	"15"	20	1408243	1.113
	"Larynx"	"22020"	"2013"	"2013"	"Illinois"	"17"	181	12895129	1.274
	"Larynx"	"22020"	"2013"	"2013"	"Indiana"	"18"	76	6568713	0.972
	"Larynx"	"22020"	"2013"	"2013"	"Iowa"	"19"	40	3092997	1.006
	"Larynx"	"22020"	"2013"	"2013"	"Kansas"	"20"	27	2893212	0.798
	"Larynx"	"22020"	"2013"	"2013"	"Kentucky"	"21"	79	4404659	1.477
	"Larynx"	"22020"	"2013"	"2013"	"Louisiana"	"22"	75	4624527	1.436
	"Larynx"	"22020"	"2013"	"2013"	"Maine"	"23"	29	1328009	1.436
	"Larynx"	"22020"	"2013"	"2013"	"Maryland"	"24"	69	5923188	1.065
	"Larynx"	"22020"	"2013"	"2013"	"Massachusetts"	"25"	70	6713315	0.865
	"Larynx"	"22020"	"2013"	"2013"	"Michigan"	"26"	158	9913065	1.297
	"Larynx"	"22020"	"2013"	"2013"	"Minnesota"	"27"	32	5413479	0.504
	"Larynx"	"22020"	"2013"	"2013"	"Mississippi"	"28"	36	2988711	1.030
	"Larynx"	"22020"	"2013"	"2013"	"Missouri"	"29"	85	6040715	1.164
	"Larynx"	"22020"	"2013"	"2013"	"Nebraska"	"31"	28	1865279	1.335
	"Larynx"	"22020"	"2013"	"2013"	"New Jersey"	"34"	130	8856972	1.235
	"Larynx"	"22020"	"2013"	"2013"	"New Mexico"	"35"	19	2092273	0.774
	"Larynx"	"22020"	"2013"	"2013"	"New York"	"36"	274	19624447	1.162
	"Larynx"	"22020"	"2013"	"2013"	"North Carolina"	"37"	131	9843336	1.125
	"Larynx"	"22020"	"2013"	"2013"	"Ohio"	"39"	169	11576684	1.145
	"Larynx"	"22020"	"2013"	"2013"	"Oklahoma"	"40"	37	3853214	0.851
	"Larynx"	"22020"	"2013"	"2013"	"Oregon"	"41"	38	3922468	0.795
	"Larynx"	"22020"	"2013"	"2013"	"Pennsylvania"	"42"	194	12776309	1.123
	"Larynx"	"22020"	"2013"	"2013"	"South Carolina"	"45"	79	4764080	1.315
	"Larynx"	"22020"	"2013"	"2013"	"Tennessee"	"47"	110	6494340	1.452
	"Larynx"	"22020"	"2013"	"2013"	"Texas"	"48"	278	26480266	1.082
	"Larynx"	"22020"	"2013"	"2013"	"Virginia"	"51"	88	8252427	0.954
	"Larynx"	"22020"	"2013"	"2013"	"Washington"	"53"	67	6963985	0.857
	"Larynx"	"22020"	"2013"	"2013"	"West Virginia"	"54"	46	1853914	1.790
	"Larynx"	"22020"	"2013"	"2013"	"Wisconsin"	"55"	50	5736754	0.742
	"Larynx"	"22020"	"2014"	"2014"	"Alabama"	"01"	60	4841799	1.028
	"Larynx"	"22020"	"2014"	"2014"	"Arizona"	"04"	62	6730413	0.761
	"Larynx"	"22020"	"2014"	"2014"	"Arkansas"	"05"	42	2967392	1.104
	"Larynx"	"22020"	"2014"	"2014"	"California"	"06"	267	38596972	0.643
	"Larynx"	"22020"	"2014"	"2014"	"Colorado"	"08"	38	5350101	0.689
	"Larynx"	"22020"	"2014"	"2014"	"Connecticut"	"09"	33	3594524	0.700
	"Larynx"	"22020"	"2014"	"2014"	"Delaware"	"10"	18	932487	1.400
	"Larynx"	"22020"	"2014"	"2014"	"Florida"	"12"	340	19845911	1.196
	"Larynx"	"22020"	"2014"	"2014"	"Georgia"	"13"	102	10067278	0.957
	"Larynx"	"22020"	"2014"	"2014"	"Illinois"	"17"	172	12884493	1.126
	"Larynx"	"22020"	"2014"	"2014"	"Indiana"	"18"	75	6593644	1.001
	"Larynx"	"22020"	"2014"	"2014"	"Iowa"	"19"	49	3109350	1.210
