"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Mississippi"	"28"	"2017"	"2017"	"Brain"	"31010"	182	2988510	5.467
	"Mississippi"	"28"	"2018"	"2018"	"Respiratory System"	"22010-22060"	2870	2981020	76.337
	"Mississippi"	"28"	"2018"	"2018"	"Lung and Bronchus"	"22030"	2674	2981020	71.102
	"Mississippi"	"28"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	179	2981020	5.391
	"Mississippi"	"28"	"2018"	"2018"	"Brain"	"31010"	173	2981020	5.189
	"Missouri"	"29"	"1999"	"1999"	"Respiratory System"	"22010-22060"	5106	5561948	87.695
	"Missouri"	"29"	"1999"	"1999"	"Lung and Bronchus"	"22030"	4751	5561948	81.522
	"Missouri"	"29"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	409	5561948	7.184
	"Missouri"	"29"	"1999"	"1999"	"Brain"	"31010"	379	5561948	6.663
	"Missouri"	"29"	"1999"	"1999"	"Cranial Nerves Other Nervous System"	"31040"	30	5561948	0.521
	"Missouri"	"29"	"2000"	"2000"	"Respiratory System"	"22010-22060"	4898	5607285	83.251
	"Missouri"	"29"	"2000"	"2000"	"Lung and Bronchus"	"22030"	4541	5607285	77.120
	"Missouri"	"29"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	408	5607285	7.104
	"Missouri"	"29"	"2000"	"2000"	"Brain"	"31010"	371	5607285	6.461
	"Missouri"	"29"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	37	5607285	0.643
	"Missouri"	"29"	"2001"	"2001"	"Respiratory System"	"22010-22060"	4866	5641142	81.906
	"Missouri"	"29"	"2001"	"2001"	"Lung and Bronchus"	"22030"	4548	5641142	76.502
	"Missouri"	"29"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	390	5641142	6.779
	"Missouri"	"29"	"2001"	"2001"	"Brain"	"31010"	366	5641142	6.356
	"Missouri"	"29"	"2001"	"2001"	"Cranial Nerves Other Nervous System"	"31040"	24	5641142	0.423
	"Missouri"	"29"	"2002"	"2002"	"Respiratory System"	"22010-22060"	5209	5674825	86.509
	"Missouri"	"29"	"2002"	"2002"	"Lung and Bronchus"	"22030"	4874	5674825	80.941
	"Missouri"	"29"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	418	5674825	7.138
	"Missouri"	"29"	"2002"	"2002"	"Brain"	"31010"	395	5674825	6.741
	"Missouri"	"29"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	23	5674825	0.397
	"Missouri"	"29"	"2003"	"2003"	"Respiratory System"	"22010-22060"	5409	5709403	88.617
	"Missouri"	"29"	"2003"	"2003"	"Lung and Bronchus"	"22030"	5075	5709403	83.131
	"Missouri"	"29"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	393	5709403	6.626
	"Missouri"	"29"	"2003"	"2003"	"Brain"	"31010"	374	5709403	6.292
	"Missouri"	"29"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	19	5709403	0.334
	"Missouri"	"29"	"2004"	"2004"	"Respiratory System"	"22010-22060"	5329	5747741	86.230
	"Missouri"	"29"	"2004"	"2004"	"Lung and Bronchus"	"22030"	4982	5747741	80.660
	"Missouri"	"29"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	423	5747741	7.075
	"Missouri"	"29"	"2004"	"2004"	"Brain"	"31010"	395	5747741	6.606
	"Missouri"	"29"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	28	5747741	0.469
	"Missouri"	"29"	"2005"	"2005"	"Respiratory System"	"22010-22060"	5601	5790300	89.318
	"Missouri"	"29"	"2005"	"2005"	"Lung and Bronchus"	"22030"	5252	5790300	83.770
	"Missouri"	"29"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	439	5790300	7.303
	"Missouri"	"29"	"2005"	"2005"	"Brain"	"31010"	410	5790300	6.786
	"Missouri"	"29"	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	29	5790300	0.517
	"Missouri"	"29"	"2006"	"2006"	"Respiratory System"	"22010-22060"	5563	5842704	87.132
	"Missouri"	"29"	"2006"	"2006"	"Lung and Bronchus"	"22030"	5231	5842704	81.977
	"Missouri"	"29"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	415	5842704	6.710
	"Missouri"	"29"	"2006"	"2006"	"Brain"	"31010"	394	5842704	6.362
	"Missouri"	"29"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	21	5842704	0.348
	"Missouri"	"29"	"2007"	"2007"	"Respiratory System"	"22010-22060"	5377	5887612	82.862
	"Missouri"	"29"	"2007"	"2007"	"Lung and Bronchus"	"22030"	5092	5887612	78.502
	"Missouri"	"29"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	459	5887612	7.413
	"Missouri"	"29"	"2007"	"2007"	"Brain"	"31010"	434	5887612	6.999
	"Missouri"	"29"	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	25	5887612	0.414
	"Missouri"	"29"	"2008"	"2008"	"Respiratory System"	"22010-22060"	5510	5923916	83.123
	"Missouri"	"29"	"2008"	"2008"	"Lung and Bronchus"	"22030"	5164	5923916	77.965
	"Missouri"	"29"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	435	5923916	6.866
	"Missouri"	"29"	"2008"	"2008"	"Brain"	"31010"	402	5923916	6.332
	"Missouri"	"29"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	33	5923916	0.533
	"Missouri"	"29"	"2009"	"2009"	"Respiratory System"	"22010-22060"	5769	5961088	85.498
	"Missouri"	"29"	"2009"	"2009"	"Lung and Bronchus"	"22030"	5377	5961088	79.797
	"Missouri"	"29"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	466	5961088	7.221
	"Missouri"	"29"	"2009"	"2009"	"Brain"	"31010"	433	5961088	6.704
	"Missouri"	"29"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	33	5961088	0.517
	"Missouri"	"29"	"2010"	"2010"	"Respiratory System"	"22010-22060"	5594	5995974	81.167
	"Missouri"	"29"	"2010"	"2010"	"Lung and Bronchus"	"22030"	5214	5995974	75.699
	"Missouri"	"29"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	431	5995974	6.738
	"Missouri"	"29"	"2010"	"2010"	"Brain"	"31010"	403	5995974	6.270
	"Missouri"	"29"	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	28	5995974	0.468
	"Missouri"	"29"	"2011"	"2011"	"Respiratory System"	"22010-22060"	5689	6010275	81.643
	"Missouri"	"29"	"2011"	"2011"	"Lung and Bronchus"	"22030"	5312	6010275	76.347
	"Missouri"	"29"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	420	6010275	6.349
	"Missouri"	"29"	"2011"	"2011"	"Brain"	"31010"	403	6010275	6.089
	"Missouri"	"29"	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	17	6010275	0.260
	"Missouri"	"29"	"2012"	"2012"	"Respiratory System"	"22010-22060"	5856	6024367	81.840
	"Missouri"	"29"	"2012"	"2012"	"Lung and Bronchus"	"22030"	5488	6024367	76.718
	"Missouri"	"29"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	465	6024367	7.023
	"Missouri"	"29"	"2012"	"2012"	"Brain"	"31010"	435	6024367	6.549
	"Missouri"	"29"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	30	6024367	0.474
	"Missouri"	"29"	"2013"	"2013"	"Respiratory System"	"22010-22060"	5849	6040715	80.124
	"Missouri"	"29"	"2013"	"2013"	"Lung and Bronchus"	"22030"	5480	6040715	75.103
	"Missouri"	"29"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	429	6040715	6.474
	"Missouri"	"29"	"2013"	"2013"	"Brain"	"31010"	396	6040715	5.955
	"Missouri"	"29"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	33	6040715	0.519
	"Missouri"	"29"	"2014"	"2014"	"Respiratory System"	"22010-22060"	5821	6056202	78.211
	"Missouri"	"29"	"2014"	"2014"	"Lung and Bronchus"	"22030"	5460	6056202	73.385
	"Missouri"	"29"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	478	6056202	7.061
	"Missouri"	"29"	"2014"	"2014"	"Brain"	"31010"	453	6056202	6.655
	"Missouri"	"29"	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	25	6056202	0.406
	"Missouri"	"29"	"2015"	"2015"	"Respiratory System"	"22010-22060"	5861	6071732	77.374
	"Missouri"	"29"	"2015"	"2015"	"Lung and Bronchus"	"22030"	5486	6071732	72.528
	"Missouri"	"29"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	455	6071732	6.829
	"Missouri"	"29"	"2015"	"2015"	"Brain"	"31010"	423	6071732	6.340
	"Missouri"	"29"	"2015"	"2015"	"Cranial Nerves Other Nervous System"	"31040"	32	6071732	0.489
	"Missouri"	"29"	"2016"	"2016"	"Respiratory System"	"22010-22060"	5677	6087135	73.454
	"Missouri"	"29"	"2016"	"2016"	"Lung and Bronchus"	"22030"	5321	6087135	68.821
	"Missouri"	"29"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	462	6087135	6.651
	"Missouri"	"29"	"2016"	"2016"	"Brain"	"31010"	445	6087135	6.375
	"Missouri"	"29"	"2016"	"2016"	"Cranial Nerves Other Nervous System"	"31040"	17	6087135	0.276
	"Missouri"	"29"	"2017"	"2017"	"Respiratory System"	"22010-22060"	6095	6106670	76.948
	"Missouri"	"29"	"2017"	"2017"	"Lung and Bronchus"	"22030"	5721	6106670	72.110
	"Missouri"	"29"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	481	6106670	7.045
	"Missouri"	"29"	"2017"	"2017"	"Brain"	"31010"	456	6106670	6.657
	"Missouri"	"29"	"2017"	"2017"	"Cranial Nerves Other Nervous System"	"31040"	25	6106670	0.388
	"Missouri"	"29"	"2018"	"2018"	"Respiratory System"	"22010-22060"	5752	6121623	71.159
	"Missouri"	"29"	"2018"	"2018"	"Lung and Bronchus"	"22030"	5408	6121623	66.856
	"Missouri"	"29"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	431	6121623	6.118
	"Missouri"	"29"	"2018"	"2018"	"Brain"	"31010"	407	6121623	5.753
	"Missouri"	"29"	"2018"	"2018"	"Cranial Nerves Other Nervous System"	"31040"	24	6121623	0.366
	"Montana"	"30"	"1999"	"1999"	"Respiratory System"	"22010-22060"	644	897507	68.025
	"Montana"	"30"	"1999"	"1999"	"Lung and Bronchus"	"22030"	601	897507	63.444
	"Montana"	"30"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	59	897507	6.428
	"Montana"	"30"	"1999"	"1999"	"Brain"	"31010"	58	897507	6.322
	"Montana"	"30"	"2000"	"2000"	"Respiratory System"	"22010-22060"	728	903773	75.689
	"Montana"	"30"	"2000"	"2000"	"Lung and Bronchus"	"22030"	690	903773	71.672
	"Montana"	"30"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	70	903773	7.511
	"Montana"	"30"	"2000"	"2000"	"Brain"	"31010"	67	903773	7.207
	"Montana"	"30"	"2001"	"2001"	"Respiratory System"	"22010-22060"	746	906961	76.200
	"Montana"	"30"	"2001"	"2001"	"Lung and Bronchus"	"22030"	692	906961	70.720
	"Montana"	"30"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	60	906961	6.456
	"Montana"	"30"	"2001"	"2001"	"Brain"	"31010"	56	906961	6.006
	"Montana"	"30"	"2002"	"2002"	"Respiratory System"	"22010-22060"	717	911667	71.941
	"Montana"	"30"	"2002"	"2002"	"Lung and Bronchus"	"22030"	667	911667	67.006
	"Montana"	"30"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	88	911667	9.206
	"Montana"	"30"	"2002"	"2002"	"Brain"	"31010"	88	911667	9.206
	"Montana"	"30"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	0	911667	0.000
	"Montana"	"30"	"2003"	"2003"	"Respiratory System"	"22010-22060"	723	919630	71.080
	"Montana"	"30"	"2003"	"2003"	"Lung and Bronchus"	"22030"	676	919630	66.522
	"Montana"	"30"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	73	919630	7.393
	"Montana"	"30"	"2003"	"2003"	"Brain"	"31010"	67	919630	6.816
	"Montana"	"30"	"2004"	"2004"	"Respiratory System"	"22010-22060"	701	930009	67.974
	"Montana"	"30"	"2004"	"2004"	"Lung and Bronchus"	"22030"	654	930009	63.460
	"Montana"	"30"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	78	930009	7.707
	"Montana"	"30"	"2004"	"2004"	"Brain"	"31010"	73	930009	7.181
	"Montana"	"30"	"2005"	"2005"	"Respiratory System"	"22010-22060"	770	940102	72.884
	"Montana"	"30"	"2005"	"2005"	"Lung and Bronchus"	"22030"	744	940102	70.574
	"Montana"	"30"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	86	940102	8.390
	"Montana"	"30"	"2005"	"2005"	"Brain"	"31010"	79	940102	7.681
	"Montana"	"30"	"2006"	"2006"	"Respiratory System"	"22010-22060"	763	952692	70.423
	"Montana"	"30"	"2006"	"2006"	"Lung and Bronchus"	"22030"	718	952692	66.282
	"Montana"	"30"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	75	952692	7.369
	"Montana"	"30"	"2006"	"2006"	"Brain"	"31010"	75	952692	7.369
	"Montana"	"30"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	0	952692	0.000
	"Montana"	"30"	"2007"	"2007"	"Respiratory System"	"22010-22060"	805	964706	71.110
	"Montana"	"30"	"2007"	"2007"	"Lung and Bronchus"	"22030"	748	964706	66.178
	"Montana"	"30"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	66	964706	6.055
	"Montana"	"30"	"2007"	"2007"	"Brain"	"31010"	65	964706	5.970
	"Montana"	"30"	"2008"	"2008"	"Respiratory System"	"22010-22060"	740	976415	64.129
	"Montana"	"30"	"2008"	"2008"	"Lung and Bronchus"	"22030"	706	976415	61.234
	"Montana"	"30"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	79	976415	7.281
	"Montana"	"30"	"2008"	"2008"	"Brain"	"31010"	73	976415	6.621
	"Montana"	"30"	"2009"	"2009"	"Respiratory System"	"22010-22060"	774	983982	65.644
	"Montana"	"30"	"2009"	"2009"	"Lung and Bronchus"	"22030"	724	983982	61.485
	"Montana"	"30"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	76	983982	6.844
	"Montana"	"30"	"2009"	"2009"	"Brain"	"31010"	74	983982	6.643
	"Montana"	"30"	"2010"	"2010"	"Respiratory System"	"22010-22060"	742	990697	61.999
	"Montana"	"30"	"2010"	"2010"	"Lung and Bronchus"	"22030"	695	990697	58.226
	"Montana"	"30"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	88	990697	8.119
	"Montana"	"30"	"2010"	"2010"	"Brain"	"31010"	81	990697	7.399
	"Montana"	"30"	"2011"	"2011"	"Respiratory System"	"22010-22060"	797	997316	65.136
	"Montana"	"30"	"2011"	"2011"	"Lung and Bronchus"	"22030"	742	997316	60.853
	"Montana"	"30"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	89	997316	8.062
	"Montana"	"30"	"2011"	"2011"	"Brain"	"31010"	87	997316	7.909
	"Montana"	"30"	"2012"	"2012"	"Respiratory System"	"22010-22060"	744	1003783	58.030
	"Montana"	"30"	"2012"	"2012"	"Lung and Bronchus"	"22030"	699	1003783	54.749
	"Montana"	"30"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	85	1003783	7.736
	"Montana"	"30"	"2012"	"2012"	"Brain"	"31010"	80	1003783	7.210
	"Montana"	"30"	"2013"	"2013"	"Respiratory System"	"22010-22060"	827	1013569	63.721
	"Montana"	"30"	"2013"	"2013"	"Lung and Bronchus"	"22030"	774	1013569	59.689
	"Montana"	"30"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	89	1013569	7.521
	"Montana"	"30"	"2013"	"2013"	"Brain"	"31010"	85	1013569	7.181
	"Montana"	"30"	"2014"	"2014"	"Respiratory System"	"22010-22060"	778	1021869	58.122
	"Montana"	"30"	"2014"	"2014"	"Lung and Bronchus"	"22030"	729	1021869	54.487
	"Montana"	"30"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	91	1021869	7.909
	"Montana"	"30"	"2014"	"2014"	"Brain"	"31010"	85	1021869	7.316
	"Montana"	"30"	"2015"	"2015"	"Respiratory System"	"22010-22060"	791	1030475	57.681
	"Montana"	"30"	"2015"	"2015"	"Lung and Bronchus"	"22030"	749	1030475	54.588
	"Montana"	"30"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	98	1030475	7.784
	"Montana"	"30"	"2015"	"2015"	"Brain"	"31010"	94	1030475	7.401
	"Montana"	"30"	"2016"	"2016"	"Respiratory System"	"22010-22060"	796	1040859	57.015
	"Montana"	"30"	"2016"	"2016"	"Lung and Bronchus"	"22030"	754	1040859	54.064
	"Montana"	"30"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	92	1040859	7.549
	"Montana"	"30"	"2016"	"2016"	"Brain"	"31010"	85	1040859	6.913
	"Montana"	"30"	"2017"	"2017"	"Respiratory System"	"22010-22060"	756	1052482	52.022
	"Montana"	"30"	"2017"	"2017"	"Lung and Bronchus"	"22030"	707	1052482	48.507
	"Montana"	"30"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	80	1052482	6.245
	"Montana"	"30"	"2017"	"2017"	"Brain"	"31010"	77	1052482	5.930
	"Montana"	"30"	"2018"	"2018"	"Respiratory System"	"22010-22060"	735	1060665	48.384
	"Montana"	"30"	"2018"	"2018"	"Lung and Bronchus"	"22030"	689	1060665	45.154
	"Montana"	"30"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	90	1060665	7.358
	"Montana"	"30"	"2018"	"2018"	"Brain"	"31010"	84	1060665	6.849
	"Nebraska"	"31"	"1999"	"1999"	"Respiratory System"	"22010-22060"	1165	1704764	66.178
	"Nebraska"	"31"	"1999"	"1999"	"Lung and Bronchus"	"22030"	1086	1704764	61.544
	"Nebraska"	"31"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	129	1704764	7.428
	"Nebraska"	"31"	"1999"	"1999"	"Brain"	"31010"	119	1704764	6.836
	"Nebraska"	"31"	"2000"	"2000"	"Respiratory System"	"22010-22060"	1178	1713820	66.668
	"Nebraska"	"31"	"2000"	"2000"	"Lung and Bronchus"	"22030"	1104	1713820	62.414
	"Nebraska"	"31"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	123	1713820	7.091
	"Nebraska"	"31"	"2000"	"2000"	"Brain"	"31010"	122	1713820	7.034
	"Nebraska"	"31"	"2001"	"2001"	"Respiratory System"	"22010-22060"	1213	1719836	68.342
	"Nebraska"	"31"	"2001"	"2001"	"Lung and Bronchus"	"22030"	1123	1719836	63.249
	"Nebraska"	"31"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	135	1719836	7.733
	"Nebraska"	"31"	"2001"	"2001"	"Brain"	"31010"	125	1719836	7.144
	"Nebraska"	"31"	"2002"	"2002"	"Respiratory System"	"22010-22060"	1205	1728292	67.009
	"Nebraska"	"31"	"2002"	"2002"	"Lung and Bronchus"	"22030"	1134	1728292	62.976
	"Nebraska"	"31"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	128	1728292	7.256
	"Nebraska"	"31"	"2002"	"2002"	"Brain"	"31010"	117	1728292	6.644
	"Nebraska"	"31"	"2003"	"2003"	"Respiratory System"	"22010-22060"	1256	1738643	69.431
	"Nebraska"	"31"	"2003"	"2003"	"Lung and Bronchus"	"22030"	1173	1738643	64.870
	"Nebraska"	"31"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	110	1738643	6.170
	"Nebraska"	"31"	"2003"	"2003"	"Brain"	"31010"	104	1738643	5.822
	"Nebraska"	"31"	"2004"	"2004"	"Respiratory System"	"22010-22060"	1337	1749370	72.783
	"Nebraska"	"31"	"2004"	"2004"	"Lung and Bronchus"	"22030"	1240	1749370	67.503
	"Nebraska"	"31"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	124	1749370	6.898
	"Nebraska"	"31"	"2004"	"2004"	"Brain"	"31010"	117	1749370	6.501
	"Nebraska"	"31"	"2005"	"2005"	"Respiratory System"	"22010-22060"	1283	1761497	69.103
	"Nebraska"	"31"	"2005"	"2005"	"Lung and Bronchus"	"22030"	1199	1761497	64.546
	"Nebraska"	"31"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	141	1761497	7.779
	"Nebraska"	"31"	"2005"	"2005"	"Brain"	"31010"	136	1761497	7.488
	"Nebraska"	"31"	"2006"	"2006"	"Respiratory System"	"22010-22060"	1291	1772693	68.472
	"Nebraska"	"31"	"2006"	"2006"	"Lung and Bronchus"	"22030"	1203	1772693	63.710
	"Nebraska"	"31"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	131	1772693	7.334
	"Nebraska"	"31"	"2006"	"2006"	"Brain"	"31010"	127	1772693	7.115
	"Nebraska"	"31"	"2007"	"2007"	"Respiratory System"	"22010-22060"	1395	1783440	72.691
	"Nebraska"	"31"	"2007"	"2007"	"Lung and Bronchus"	"22030"	1291	1783440	67.295
	"Nebraska"	"31"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	137	1783440	7.490
	"Nebraska"	"31"	"2007"	"2007"	"Brain"	"31010"	130	1783440	7.090
	"Nebraska"	"31"	"2008"	"2008"	"Respiratory System"	"22010-22060"	1292	1796378	66.696
	"Nebraska"	"31"	"2008"	"2008"	"Lung and Bronchus"	"22030"	1214	1796378	62.714
	"Nebraska"	"31"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	139	1796378	7.513
	"Nebraska"	"31"	"2008"	"2008"	"Brain"	"31010"	130	1796378	7.034
	"Nebraska"	"31"	"2009"	"2009"	"Respiratory System"	"22010-22060"	1252	1812683	63.033
	"Nebraska"	"31"	"2009"	"2009"	"Lung and Bronchus"	"22030"	1155	1812683	58.103
	"Nebraska"	"31"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	137	1812683	7.251
	"Nebraska"	"31"	"2009"	"2009"	"Brain"	"31010"	133	1812683	7.040
	"Nebraska"	"31"	"2010"	"2010"	"Respiratory System"	"22010-22060"	1312	1829542	65.055
	"Nebraska"	"31"	"2010"	"2010"	"Lung and Bronchus"	"22030"	1227	1829542	60.955
	"Nebraska"	"31"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	150	1829542	7.828
	"Nebraska"	"31"	"2010"	"2010"	"Brain"	"31010"	141	1829542	7.339
	"Nebraska"	"31"	"2011"	"2011"	"Respiratory System"	"22010-22060"	1267	1840672	62.005
	"Nebraska"	"31"	"2011"	"2011"	"Lung and Bronchus"	"22030"	1177	1840672	57.655
	"Nebraska"	"31"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	160	1840672	8.260
	"Nebraska"	"31"	"2011"	"2011"	"Brain"	"31010"	153	1840672	7.865
	"Nebraska"	"31"	"2012"	"2012"	"Respiratory System"	"22010-22060"	1357	1853303	65.022
	"Nebraska"	"31"	"2012"	"2012"	"Lung and Bronchus"	"22030"	1267	1853303	60.817
	"Nebraska"	"31"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	136	1853303	7.029
	"Nebraska"	"31"	"2012"	"2012"	"Brain"	"31010"	127	1853303	6.574
	"Nebraska"	"31"	"2013"	"2013"	"Respiratory System"	"22010-22060"	1408	1865279	66.377
	"Nebraska"	"31"	"2013"	"2013"	"Lung and Bronchus"	"22030"	1321	1865279	62.246
	"Nebraska"	"31"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	138	1865279	6.817
	"Nebraska"	"31"	"2013"	"2013"	"Brain"	"31010"	131	1865279	6.483
	"Nebraska"	"31"	"2014"	"2014"	"Respiratory System"	"22010-22060"	1321	1879321	61.530
	"Nebraska"	"31"	"2014"	"2014"	"Lung and Bronchus"	"22030"	1243	1879321	57.900
	"Nebraska"	"31"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	146	1879321	7.104
	"Nebraska"	"31"	"2014"	"2014"	"Brain"	"31010"	137	1879321	6.603
	"Nebraska"	"31"	"2015"	"2015"	"Respiratory System"	"22010-22060"	1361	1891277	61.862
	"Nebraska"	"31"	"2015"	"2015"	"Lung and Bronchus"	"22030"	1268	1891277	57.687
	"Nebraska"	"31"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	138	1891277	6.864
	"Nebraska"	"31"	"2015"	"2015"	"Brain"	"31010"	129	1891277	6.400
	"Nebraska"	"31"	"2016"	"2016"	"Respiratory System"	"22010-22060"	1306	1905616	57.704
	"Nebraska"	"31"	"2016"	"2016"	"Lung and Bronchus"	"22030"	1229	1905616	54.395
	"Nebraska"	"31"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	139	1905616	6.870
	"Nebraska"	"31"	"2016"	"2016"	"Brain"	"31010"	127	1905616	6.252
	"Nebraska"	"31"	"2017"	"2017"	"Respiratory System"	"22010-22060"	1345	1915947	58.588
	"Nebraska"	"31"	"2017"	"2017"	"Lung and Bronchus"	"22030"	1264	1915947	55.178
	"Nebraska"	"31"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	166	1915947	7.728
	"Nebraska"	"31"	"2017"	"2017"	"Brain"	"31010"	152	1915947	6.911
	"Nebraska"	"31"	"2018"	"2018"	"Respiratory System"	"22010-22060"	1367	1925614	57.650
	"Nebraska"	"31"	"2018"	"2018"	"Lung and Bronchus"	"22030"	1291	1925614	54.344
	"Nebraska"	"31"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	145	1925614	7.095
	"Nebraska"	"31"	"2018"	"2018"	"Brain"	"31010"	137	1925614	6.679
	"Nevada"	"32"	"1999"	"1999"	"Respiratory System"	"22010-22060"	1552	1934718	86.691
	"Nevada"	"32"	"1999"	"1999"	"Lung and Bronchus"	"22030"	1460	1934718	81.605
	"Nevada"	"32"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	126	1934718	6.846
	"Nevada"	"32"	"1999"	"1999"	"Brain"	"31010"	117	1934718	6.352
	"Nevada"	"32"	"2000"	"2000"	"Respiratory System"	"22010-22060"	1705	2018741	91.817
	"Nevada"	"32"	"2000"	"2000"	"Lung and Bronchus"	"22030"	1584	2018741	85.475
	"Nevada"	"32"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	117	2018741	6.077
	"Nevada"	"32"	"2000"	"2000"	"Brain"	"31010"	109	2018741	5.685
	"Nevada"	"32"	"2001"	"2001"	"Respiratory System"	"22010-22060"	1641	2098399	83.760
	"Nevada"	"32"	"2001"	"2001"	"Lung and Bronchus"	"22030"	1561	2098399	79.807
	"Nevada"	"32"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	122	2098399	6.011
	"Nevada"	"32"	"2001"	"2001"	"Brain"	"31010"	114	2098399	5.623
	"Nevada"	"32"	"2002"	"2002"	"Respiratory System"	"22010-22060"	1739	2173791	84.896
	"Nevada"	"32"	"2002"	"2002"	"Lung and Bronchus"	"22030"	1640	2173791	80.293
	"Nevada"	"32"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	144	2173791	6.740
