"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Minnesota"	"27"	"2004"	"2004"	"Myeloma"	"34000"	276	5087713	5.520
	"Minnesota"	"27"	"2004"	"2004"	"Non-Hodgkin Lymphoma"	"33041-33042"	1151	5087713	22.573
	"Minnesota"	"27"	"2004"	"2004"	"Oral Cavity and Pharynx"	"20010-20100"	569	5087713	11.013
	"Minnesota"	"27"	"2004"	"2004"	"Ovary"	"27040"	354	2564037	12.695
	"Minnesota"	"27"	"2004"	"2004"	"Pancreas"	"21100"	475	5087713	9.297
	"Minnesota"	"27"	"2004"	"2004"	"Prostate"	"28010"	4086	2523676	179.788
	"Minnesota"	"27"	"2004"	"2004"	"Stomach"	"21020"	286	5087713	5.570
	"Minnesota"	"27"	"2004"	"2004"	"Thyroid"	"32010"	476	5087713	9.237
	"Minnesota"	"27"	"2004"	"2004"	"Urinary Bladder, invasive and in situ"	"29010"	1233	5087713	24.392
	"Minnesota"	"27"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	283	5119598	5.508
	"Minnesota"	"27"	"2005"	"2005"	"Breast"	"26000"	3519	5119598	66.720
	"Minnesota"	"27"	"2005"	"2005"	"Cervix Uteri"	"27010"	168	2579546	6.274
	"Minnesota"	"27"	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	2438	5119598	46.789
	"Minnesota"	"27"	"2005"	"2005"	"Corpus Uteri"	"27020"	779	2579546	27.877
	"Minnesota"	"27"	"2005"	"2005"	"Esophagus"	"21010"	293	5119598	5.609
	"Minnesota"	"27"	"2005"	"2005"	"Gallbladder"	"21080"	66	5119598	1.257
	"Minnesota"	"27"	"2005"	"2005"	"Kidney and Renal Pelvis"	"29020"	764	5119598	14.707
	"Minnesota"	"27"	"2005"	"2005"	"Larynx"	"22020"	187	5119598	3.563
	"Minnesota"	"27"	"2005"	"2005"	"Leukemias"	"35011-35043"	797	5119598	15.461
	"Minnesota"	"27"	"2005"	"2005"	"Liver"	"21071"	161	5119598	3.078
	"Minnesota"	"27"	"2005"	"2005"	"Lung and Bronchus"	"22030"	2920	5119598	57.446
	"Minnesota"	"27"	"2005"	"2005"	"Melanoma of the Skin"	"25010"	1006	5119598	19.368
	"Minnesota"	"27"	"2005"	"2005"	"Myeloma"	"34000"	291	5119598	5.664
	"Minnesota"	"27"	"2005"	"2005"	"Non-Hodgkin Lymphoma"	"33041-33042"	1103	5119598	21.139
	"Minnesota"	"27"	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	578	5119598	10.989
	"Minnesota"	"27"	"2005"	"2005"	"Ovary"	"27040"	366	2579546	13.260
	"Minnesota"	"27"	"2005"	"2005"	"Pancreas"	"21100"	527	5119598	10.204
	"Minnesota"	"27"	"2005"	"2005"	"Prostate"	"28010"	4206	2540052	180.142
	"Minnesota"	"27"	"2005"	"2005"	"Stomach"	"21020"	249	5119598	4.814
	"Minnesota"	"27"	"2005"	"2005"	"Thyroid"	"32010"	462	5119598	8.985
	"Minnesota"	"27"	"2005"	"2005"	"Urinary Bladder, invasive and in situ"	"29010"	1171	5119598	22.814
	"Minnesota"	"27"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	358	5163555	6.890
	"Minnesota"	"27"	"2006"	"2006"	"Breast"	"26000"	3565	5163555	66.281
	"Minnesota"	"27"	"2006"	"2006"	"Cervix Uteri"	"27010"	155	2600951	5.945
	"Minnesota"	"27"	"2006"	"2006"	"Colon and Rectum"	"21041-21052"	2402	5163555	45.514
	"Minnesota"	"27"	"2006"	"2006"	"Corpus Uteri"	"27020"	753	2600951	26.021
	"Minnesota"	"27"	"2006"	"2006"	"Esophagus"	"21010"	268	5163555	5.019
	"Minnesota"	"27"	"2006"	"2006"	"Gallbladder"	"21080"	65	5163555	1.236
	"Minnesota"	"27"	"2006"	"2006"	"Kidney and Renal Pelvis"	"29020"	833	5163555	15.702
	"Minnesota"	"27"	"2006"	"2006"	"Larynx"	"22020"	184	5163555	3.467
	"Minnesota"	"27"	"2006"	"2006"	"Leukemias"	"35011-35043"	822	5163555	15.467
	"Minnesota"	"27"	"2006"	"2006"	"Liver"	"21071"	211	5163555	3.897
	"Minnesota"	"27"	"2006"	"2006"	"Lung and Bronchus"	"22030"	2902	5163555	55.814
	"Minnesota"	"27"	"2006"	"2006"	"Melanoma of the Skin"	"25010"	1155	5163555	21.920
	"Minnesota"	"27"	"2006"	"2006"	"Myeloma"	"34000"	310	5163555	5.872
	"Minnesota"	"27"	"2006"	"2006"	"Non-Hodgkin Lymphoma"	"33041-33042"	1098	5163555	20.812
	"Minnesota"	"27"	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	601	5163555	11.181
	"Minnesota"	"27"	"2006"	"2006"	"Ovary"	"27040"	344	2600951	12.056
	"Minnesota"	"27"	"2006"	"2006"	"Pancreas"	"21100"	534	5163555	10.205
	"Minnesota"	"27"	"2006"	"2006"	"Prostate"	"28010"	4585	2562604	191.218
	"Minnesota"	"27"	"2006"	"2006"	"Stomach"	"21020"	268	5163555	5.035
	"Minnesota"	"27"	"2006"	"2006"	"Thyroid"	"32010"	549	5163555	10.587
	"Minnesota"	"27"	"2006"	"2006"	"Urinary Bladder, invasive and in situ"	"29010"	1184	5163555	22.654
	"Minnesota"	"27"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	327	5207203	6.134
	"Minnesota"	"27"	"2007"	"2007"	"Breast"	"26000"	3840	5207203	70.066
	"Minnesota"	"27"	"2007"	"2007"	"Cervix Uteri"	"27010"	151	2622551	5.595
	"Minnesota"	"27"	"2007"	"2007"	"Colon and Rectum"	"21041-21052"	2530	5207203	46.520
	"Minnesota"	"27"	"2007"	"2007"	"Corpus Uteri"	"27020"	814	2622551	27.718
	"Minnesota"	"27"	"2007"	"2007"	"Esophagus"	"21010"	281	5207203	5.153
	"Minnesota"	"27"	"2007"	"2007"	"Gallbladder"	"21080"	58	5207203	1.119
	"Minnesota"	"27"	"2007"	"2007"	"Kidney and Renal Pelvis"	"29020"	879	5207203	16.203
	"Minnesota"	"27"	"2007"	"2007"	"Larynx"	"22020"	168	5207203	3.165
	"Minnesota"	"27"	"2007"	"2007"	"Leukemias"	"35011-35043"	905	5207203	16.851
	"Minnesota"	"27"	"2007"	"2007"	"Liver"	"21071"	208	5207203	3.731
	"Minnesota"	"27"	"2007"	"2007"	"Lung and Bronchus"	"22030"	3059	5207203	57.913
	"Minnesota"	"27"	"2007"	"2007"	"Melanoma of the Skin"	"25010"	1277	5207203	23.801
	"Minnesota"	"27"	"2007"	"2007"	"Myeloma"	"34000"	295	5207203	5.486
	"Minnesota"	"27"	"2007"	"2007"	"Non-Hodgkin Lymphoma"	"33041-33042"	1178	5207203	21.952
	"Minnesota"	"27"	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	664	5207203	12.077
	"Minnesota"	"27"	"2007"	"2007"	"Ovary"	"27040"	349	2622551	12.030
	"Minnesota"	"27"	"2007"	"2007"	"Pancreas"	"21100"	532	5207203	9.854
	"Minnesota"	"27"	"2007"	"2007"	"Prostate"	"28010"	4808	2584652	192.854
	"Minnesota"	"27"	"2007"	"2007"	"Stomach"	"21020"	315	5207203	5.914
	"Minnesota"	"27"	"2007"	"2007"	"Thyroid"	"32010"	563	5207203	10.600
	"Minnesota"	"27"	"2007"	"2007"	"Urinary Bladder, invasive and in situ"	"29010"	1188	5207203	22.177
	"Minnesota"	"27"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	358	5247018	6.666
	"Minnesota"	"27"	"2008"	"2008"	"Breast"	"26000"	3823	5247018	68.365
	"Minnesota"	"27"	"2008"	"2008"	"Cervix Uteri"	"27010"	161	2642672	6.113
	"Minnesota"	"27"	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	2506	5247018	45.279
	"Minnesota"	"27"	"2008"	"2008"	"Corpus Uteri"	"27020"	826	2642672	27.494
	"Minnesota"	"27"	"2008"	"2008"	"Esophagus"	"21010"	269	5247018	4.906
	"Minnesota"	"27"	"2008"	"2008"	"Gallbladder"	"21080"	72	5247018	1.298
	"Minnesota"	"27"	"2008"	"2008"	"Kidney and Renal Pelvis"	"29020"	930	5247018	16.813
	"Minnesota"	"27"	"2008"	"2008"	"Larynx"	"22020"	189	5247018	3.367
	"Minnesota"	"27"	"2008"	"2008"	"Leukemias"	"35011-35043"	874	5247018	15.825
	"Minnesota"	"27"	"2008"	"2008"	"Liver"	"21071"	224	5247018	3.980
	"Minnesota"	"27"	"2008"	"2008"	"Lung and Bronchus"	"22030"	3076	5247018	56.614
	"Minnesota"	"27"	"2008"	"2008"	"Melanoma of the Skin"	"25010"	1334	5247018	24.578
	"Minnesota"	"27"	"2008"	"2008"	"Myeloma"	"34000"	346	5247018	6.359
	"Minnesota"	"27"	"2008"	"2008"	"Non-Hodgkin Lymphoma"	"33041-33042"	1251	5247018	22.759
	"Minnesota"	"27"	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	602	5247018	10.537
	"Minnesota"	"27"	"2008"	"2008"	"Ovary"	"27040"	361	2642672	12.285
	"Minnesota"	"27"	"2008"	"2008"	"Pancreas"	"21100"	607	5247018	11.077
	"Minnesota"	"27"	"2008"	"2008"	"Prostate"	"28010"	4484	2604346	172.952
	"Minnesota"	"27"	"2008"	"2008"	"Stomach"	"21020"	280	5247018	5.073
	"Minnesota"	"27"	"2008"	"2008"	"Thyroid"	"32010"	659	5247018	12.341
	"Minnesota"	"27"	"2008"	"2008"	"Urinary Bladder, invasive and in situ"	"29010"	1239	5247018	22.589
	"Minnesota"	"27"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	361	5281203	6.543
	"Minnesota"	"27"	"2009"	"2009"	"Breast"	"26000"	3969	5281203	69.573
	"Minnesota"	"27"	"2009"	"2009"	"Cervix Uteri"	"27010"	168	2659958	6.339
	"Minnesota"	"27"	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	2333	5281203	41.367
	"Minnesota"	"27"	"2009"	"2009"	"Corpus Uteri"	"27020"	816	2659958	26.469
	"Minnesota"	"27"	"2009"	"2009"	"Esophagus"	"21010"	292	5281203	5.140
	"Minnesota"	"27"	"2009"	"2009"	"Gallbladder"	"21080"	55	5281203	1.011
	"Minnesota"	"27"	"2009"	"2009"	"Kidney and Renal Pelvis"	"29020"	847	5281203	15.029
	"Minnesota"	"27"	"2009"	"2009"	"Larynx"	"22020"	179	5281203	3.122
	"Minnesota"	"27"	"2009"	"2009"	"Leukemias"	"35011-35043"	814	5281203	14.774
	"Minnesota"	"27"	"2009"	"2009"	"Liver"	"21071"	250	5281203	4.190
	"Minnesota"	"27"	"2009"	"2009"	"Lung and Bronchus"	"22030"	3183	5281203	57.241
	"Minnesota"	"27"	"2009"	"2009"	"Melanoma of the Skin"	"25010"	1476	5281203	26.433
	"Minnesota"	"27"	"2009"	"2009"	"Myeloma"	"34000"	341	5281203	6.135
	"Minnesota"	"27"	"2009"	"2009"	"Non-Hodgkin Lymphoma"	"33041-33042"	1277	5281203	22.849
	"Minnesota"	"27"	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	696	5281203	12.154
	"Minnesota"	"27"	"2009"	"2009"	"Ovary"	"27040"	363	2659958	11.864
	"Minnesota"	"27"	"2009"	"2009"	"Pancreas"	"21100"	576	5281203	10.041
	"Minnesota"	"27"	"2009"	"2009"	"Prostate"	"28010"	4231	2621245	156.848
	"Minnesota"	"27"	"2009"	"2009"	"Stomach"	"21020"	308	5281203	5.437
	"Minnesota"	"27"	"2009"	"2009"	"Thyroid"	"32010"	649	5281203	12.130
	"Minnesota"	"27"	"2009"	"2009"	"Urinary Bladder, invasive and in situ"	"29010"	1272	5281203	22.822
	"Minnesota"	"27"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	353	5310828	6.450
	"Minnesota"	"27"	"2010"	"2010"	"Breast"	"26000"	3912	5310828	68.158
	"Minnesota"	"27"	"2010"	"2010"	"Cervix Uteri"	"27010"	165	2675243	6.036
	"Minnesota"	"27"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	2368	5310828	41.198
	"Minnesota"	"27"	"2010"	"2010"	"Corpus Uteri"	"27020"	889	2675243	28.797
	"Minnesota"	"27"	"2010"	"2010"	"Esophagus"	"21010"	260	5310828	4.481
	"Minnesota"	"27"	"2010"	"2010"	"Gallbladder"	"21080"	76	5310828	1.348
	"Minnesota"	"27"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	931	5310828	16.055
	"Minnesota"	"27"	"2010"	"2010"	"Larynx"	"22020"	159	5310828	2.755
	"Minnesota"	"27"	"2010"	"2010"	"Leukemias"	"35011-35043"	999	5310828	17.570
	"Minnesota"	"27"	"2010"	"2010"	"Liver"	"21071"	226	5310828	3.794
	"Minnesota"	"27"	"2010"	"2010"	"Lung and Bronchus"	"22030"	3220	5310828	56.961
	"Minnesota"	"27"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	1596	5310828	28.344
	"Minnesota"	"27"	"2010"	"2010"	"Myeloma"	"34000"	332	5310828	5.742
	"Minnesota"	"27"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	1309	5310828	22.970
	"Minnesota"	"27"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	696	5310828	11.716
	"Minnesota"	"27"	"2010"	"2010"	"Ovary"	"27040"	346	2675243	11.462
	"Minnesota"	"27"	"2010"	"2010"	"Pancreas"	"21100"	609	5310828	10.574
	"Minnesota"	"27"	"2010"	"2010"	"Prostate"	"28010"	3946	2635585	142.775
	"Minnesota"	"27"	"2010"	"2010"	"Stomach"	"21020"	323	5310828	5.787
	"Minnesota"	"27"	"2010"	"2010"	"Thyroid"	"32010"	609	5310828	11.254
	"Minnesota"	"27"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	1321	5310828	22.979
	"Minnesota"	"27"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	393	5346143	7.014
	"Minnesota"	"27"	"2011"	"2011"	"Breast"	"26000"	4172	5346143	71.382
	"Minnesota"	"27"	"2011"	"2011"	"Cervix Uteri"	"27010"	167	2691897	5.999
	"Minnesota"	"27"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	2303	5346143	39.397
	"Minnesota"	"27"	"2011"	"2011"	"Corpus Uteri"	"27020"	946	2691897	29.751
	"Minnesota"	"27"	"2011"	"2011"	"Esophagus"	"21010"	322	5346143	5.459
	"Minnesota"	"27"	"2011"	"2011"	"Gallbladder"	"21080"	63	5346143	1.112
	"Minnesota"	"27"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	881	5346143	15.087
	"Minnesota"	"27"	"2011"	"2011"	"Larynx"	"22020"	178	5346143	2.972
	"Minnesota"	"27"	"2011"	"2011"	"Leukemias"	"35011-35043"	996	5346143	17.216
	"Minnesota"	"27"	"2011"	"2011"	"Liver"	"21071"	217	5346143	3.513
	"Minnesota"	"27"	"2011"	"2011"	"Lung and Bronchus"	"22030"	3142	5346143	53.833
	"Minnesota"	"27"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	1576	5346143	27.591
	"Minnesota"	"27"	"2011"	"2011"	"Myeloma"	"34000"	384	5346143	6.516
	"Minnesota"	"27"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	1357	5346143	23.596
	"Minnesota"	"27"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	749	5346143	12.483
	"Minnesota"	"27"	"2011"	"2011"	"Ovary"	"27040"	340	2691897	10.829
	"Minnesota"	"27"	"2011"	"2011"	"Pancreas"	"21100"	684	5346143	11.644
	"Minnesota"	"27"	"2011"	"2011"	"Prostate"	"28010"	4136	2654246	143.764
	"Minnesota"	"27"	"2011"	"2011"	"Stomach"	"21020"	327	5346143	5.626
	"Minnesota"	"27"	"2011"	"2011"	"Thyroid"	"32010"	680	5346143	12.517
	"Minnesota"	"27"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	1374	5346143	23.541
	"Minnesota"	"27"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	441	5376643	7.686
	"Minnesota"	"27"	"2012"	"2012"	"Breast"	"26000"	4102	5376643	68.572
	"Minnesota"	"27"	"2012"	"2012"	"Cervix Uteri"	"27010"	153	2705768	5.424
	"Minnesota"	"27"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	2249	5376643	37.820
	"Minnesota"	"27"	"2012"	"2012"	"Corpus Uteri"	"27020"	943	2705768	28.902
	"Minnesota"	"27"	"2012"	"2012"	"Esophagus"	"21010"	284	5376643	4.558
	"Minnesota"	"27"	"2012"	"2012"	"Gallbladder"	"21080"	75	5376643	1.244
	"Minnesota"	"27"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	952	5376643	15.925
	"Minnesota"	"27"	"2012"	"2012"	"Larynx"	"22020"	182	5376643	3.021
	"Minnesota"	"27"	"2012"	"2012"	"Leukemias"	"35011-35043"	1026	5376643	17.395
	"Minnesota"	"27"	"2012"	"2012"	"Liver"	"21071"	330	5376643	5.119
	"Minnesota"	"27"	"2012"	"2012"	"Lung and Bronchus"	"22030"	3337	5376643	55.828
	"Minnesota"	"27"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	1737	5376643	29.420
	"Minnesota"	"27"	"2012"	"2012"	"Myeloma"	"34000"	401	5376643	6.617
	"Minnesota"	"27"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	1321	5376643	22.376
	"Minnesota"	"27"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	708	5376643	11.420
	"Minnesota"	"27"	"2012"	"2012"	"Ovary"	"27040"	352	2705768	11.145
	"Minnesota"	"27"	"2012"	"2012"	"Pancreas"	"21100"	757	5376643	12.573
	"Minnesota"	"27"	"2012"	"2012"	"Prostate"	"28010"	3377	2670875	113.910
	"Minnesota"	"27"	"2012"	"2012"	"Stomach"	"21020"	361	5376643	5.973
	"Minnesota"	"27"	"2012"	"2012"	"Thyroid"	"32010"	759	5376643	13.456
	"Minnesota"	"27"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	1343	5376643	22.492
	"Minnesota"	"27"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	395	5413479	6.744
	"Minnesota"	"27"	"2013"	"2013"	"Breast"	"26000"	4051	5413479	67.308
	"Minnesota"	"27"	"2013"	"2013"	"Cervix Uteri"	"27010"	146	2723613	5.226
	"Minnesota"	"27"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	2400	5413479	39.210
	"Minnesota"	"27"	"2013"	"2013"	"Corpus Uteri"	"27020"	964	2723613	28.771
	"Minnesota"	"27"	"2013"	"2013"	"Esophagus"	"21010"	285	5413479	4.498
	"Minnesota"	"27"	"2013"	"2013"	"Gallbladder"	"21080"	63	5413479	1.034
	"Minnesota"	"27"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	1012	5413479	16.317
	"Minnesota"	"27"	"2013"	"2013"	"Larynx"	"22020"	184	5413479	2.926
	"Minnesota"	"27"	"2013"	"2013"	"Leukemias"	"35011-35043"	995	5413479	16.601
	"Minnesota"	"27"	"2013"	"2013"	"Liver"	"21071"	372	5413479	5.736
	"Minnesota"	"27"	"2013"	"2013"	"Lung and Bronchus"	"22030"	3533	5413479	57.606
	"Minnesota"	"27"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	1768	5413479	29.641
	"Minnesota"	"27"	"2013"	"2013"	"Myeloma"	"34000"	427	5413479	6.982
	"Minnesota"	"27"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	1278	5413479	21.216
	"Minnesota"	"27"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	749	5413479	11.724
	"Minnesota"	"27"	"2013"	"2013"	"Ovary"	"27040"	330	2723613	10.256
	"Minnesota"	"27"	"2013"	"2013"	"Pancreas"	"21100"	746	5413479	12.065
	"Minnesota"	"27"	"2013"	"2013"	"Prostate"	"28010"	3234	2689866	105.911
	"Minnesota"	"27"	"2013"	"2013"	"Stomach"	"21020"	352	5413479	5.785
	"Minnesota"	"27"	"2013"	"2013"	"Thyroid"	"32010"	763	5413479	13.569
	"Minnesota"	"27"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	1280	5413479	20.625
	"Minnesota"	"27"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	438	5451079	7.550
	"Minnesota"	"27"	"2014"	"2014"	"Breast"	"26000"	4244	5451079	68.728
	"Minnesota"	"27"	"2014"	"2014"	"Cervix Uteri"	"27010"	135	2741311	4.676
	"Minnesota"	"27"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	2329	5451079	37.571
	"Minnesota"	"27"	"2014"	"2014"	"Corpus Uteri"	"27020"	1060	2741311	31.282
	"Minnesota"	"27"	"2014"	"2014"	"Esophagus"	"21010"	322	5451079	5.062
	"Minnesota"	"27"	"2014"	"2014"	"Gallbladder"	"21080"	75	5451079	1.171
	"Minnesota"	"27"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	1132	5451079	18.241
	"Minnesota"	"27"	"2014"	"2014"	"Larynx"	"22020"	192	5451079	2.909
	"Minnesota"	"27"	"2014"	"2014"	"Leukemias"	"35011-35043"	1025	5451079	16.787
	"Minnesota"	"27"	"2014"	"2014"	"Liver"	"21071"	352	5451079	5.317
	"Minnesota"	"27"	"2014"	"2014"	"Lung and Bronchus"	"22030"	3391	5451079	53.861
	"Minnesota"	"27"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	1795	5451079	29.582
	"Minnesota"	"27"	"2014"	"2014"	"Myeloma"	"34000"	438	5451079	6.935
	"Minnesota"	"27"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	1328	5451079	21.281
	"Minnesota"	"27"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	759	5451079	11.714
	"Minnesota"	"27"	"2014"	"2014"	"Ovary"	"27040"	352	2741311	10.811
	"Minnesota"	"27"	"2014"	"2014"	"Pancreas"	"21100"	818	5451079	12.978
	"Minnesota"	"27"	"2014"	"2014"	"Prostate"	"28010"	3221	2709768	101.086
	"Minnesota"	"27"	"2014"	"2014"	"Stomach"	"21020"	355	5451079	5.590
	"Minnesota"	"27"	"2014"	"2014"	"Thyroid"	"32010"	785	5451079	13.870
	"Minnesota"	"27"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	1421	5451079	22.666
	"Minnesota"	"27"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	458	5482032	7.696
	"Minnesota"	"27"	"2015"	"2015"	"Breast"	"26000"	4418	5482032	70.931
	"Minnesota"	"27"	"2015"	"2015"	"Cervix Uteri"	"27010"	167	2754922	6.154
	"Minnesota"	"27"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	2399	5482032	38.314
	"Minnesota"	"27"	"2015"	"2015"	"Corpus Uteri"	"27020"	1086	2754922	31.367
	"Minnesota"	"27"	"2015"	"2015"	"Esophagus"	"21010"	319	5482032	4.731
	"Minnesota"	"27"	"2015"	"2015"	"Gallbladder"	"21080"	68	5482032	1.069
	"Minnesota"	"27"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	1137	5482032	17.920
	"Minnesota"	"27"	"2015"	"2015"	"Larynx"	"22020"	191	5482032	2.785
	"Minnesota"	"27"	"2015"	"2015"	"Leukemias"	"35011-35043"	1068	5482032	17.286
	"Minnesota"	"27"	"2015"	"2015"	"Liver"	"21071"	429	5482032	6.369
	"Minnesota"	"27"	"2015"	"2015"	"Lung and Bronchus"	"22030"	3804	5482032	58.720
	"Minnesota"	"27"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	1987	5482032	32.355
	"Minnesota"	"27"	"2015"	"2015"	"Myeloma"	"34000"	453	5482032	7.025
	"Minnesota"	"27"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	1364	5482032	21.712
	"Minnesota"	"27"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	792	5482032	12.040
	"Minnesota"	"27"	"2015"	"2015"	"Ovary"	"27040"	359	2754922	10.883
	"Minnesota"	"27"	"2015"	"2015"	"Pancreas"	"21100"	902	5482032	14.013
	"Minnesota"	"27"	"2015"	"2015"	"Prostate"	"28010"	3682	2727110	114.002
	"Minnesota"	"27"	"2015"	"2015"	"Stomach"	"21020"	352	5482032	5.547
	"Minnesota"	"27"	"2015"	"2015"	"Thyroid"	"32010"	746	5482032	13.009
	"Minnesota"	"27"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	1431	5482032	22.405
	"Minnesota"	"27"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	424	5522744	6.985
	"Minnesota"	"27"	"2016"	"2016"	"Breast"	"26000"	4330	5522744	67.783
	"Minnesota"	"27"	"2016"	"2016"	"Cervix Uteri"	"27010"	161	2773883	5.914
	"Minnesota"	"27"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	2456	5522744	38.339
	"Minnesota"	"27"	"2016"	"2016"	"Corpus Uteri"	"27020"	1093	2773883	31.144
	"Minnesota"	"27"	"2016"	"2016"	"Esophagus"	"21010"	329	5522744	4.832
	"Minnesota"	"27"	"2016"	"2016"	"Gallbladder"	"21080"	61	5522744	0.954
	"Minnesota"	"27"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	1121	5522744	17.080
	"Minnesota"	"27"	"2016"	"2016"	"Larynx"	"22020"	177	5522744	2.527
	"Minnesota"	"27"	"2016"	"2016"	"Leukemias"	"35011-35043"	1052	5522744	16.554
	"Minnesota"	"27"	"2016"	"2016"	"Liver"	"21071"	416	5522744	5.926
	"Minnesota"	"27"	"2016"	"2016"	"Lung and Bronchus"	"22030"	3793	5522744	57.340
	"Minnesota"	"27"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	2002	5522744	32.138
	"Minnesota"	"27"	"2016"	"2016"	"Myeloma"	"34000"	451	5522744	6.788
	"Minnesota"	"27"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	1370	5522744	21.286
	"Minnesota"	"27"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	848	5522744	12.705
	"Minnesota"	"27"	"2016"	"2016"	"Ovary"	"27040"	322	2773883	9.610
	"Minnesota"	"27"	"2016"	"2016"	"Pancreas"	"21100"	926	5522744	14.062
	"Minnesota"	"27"	"2016"	"2016"	"Prostate"	"28010"	3468	2748861	104.894
	"Minnesota"	"27"	"2016"	"2016"	"Stomach"	"21020"	366	5522744	5.663
	"Minnesota"	"27"	"2016"	"2016"	"Thyroid"	"32010"	735	5522744	12.759
	"Minnesota"	"27"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	1366	5522744	20.669
	"Minnesota"	"27"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	424	5566230	6.937
	"Minnesota"	"27"	"2017"	"2017"	"Breast"	"26000"	4730	5566230	72.971
	"Minnesota"	"27"	"2017"	"2017"	"Cervix Uteri"	"27010"	167	2794686	5.825
	"Minnesota"	"27"	"2017"	"2017"	"Colon and Rectum"	"21041-21052"	2441	5566230	37.849
	"Minnesota"	"27"	"2017"	"2017"	"Corpus Uteri"	"27020"	1081	2794686	30.107
	"Minnesota"	"27"	"2017"	"2017"	"Esophagus"	"21010"	327	5566230	4.763
	"Minnesota"	"27"	"2017"	"2017"	"Gallbladder"	"21080"	69	5566230	1.021
	"Minnesota"	"27"	"2017"	"2017"	"Kidney and Renal Pelvis"	"29020"	1120	5566230	16.915
